id	context	predictions	aggregatedPredictions	category
827	In the television movie ''That Certain Summer,'' Hal Holbrook and Martin Sheen played a homosexual couple with carefully calculated sympathy.	[[0.016,0.067,0.124,0.707,0.086]]	[0.016,0.067,0.124,0.707,0.086]	positive
828	Already unsettled by corruption charges against its Economics Minister, Chancellor Helmut Kohl's Government finds itself embroiled in accusations of homosexuality against a four-star general.	[[0.306,0.552,0.107,0.018,0.017]]	[0.306,0.552,0.107,0.018,0.017]	negative
829	Scientists say AIDS, or acquired immune deficiency syndrome, is spread through sexual contact; most of its victims are homosexual men.	[[0.153,0.646,0.185,0.01,0.006]]	[0.153,0.646,0.185,0.01,0.006]	negative
830	Mrs. McGrath, the Republican-Conservative candidate in next month's general election, suggested that such businesses as bars, bathhouses and pornography shops that allow promiscuous homosexual activity on their premises should be shut down and that people whose work brings them into ''intimate'' contact with others - doctors, dentists, nurses, teachers, food handlers, barbers, beauticians and prostitutes - should be tested for antibodies to the AIDS virus.	[[0.489,0.408,0.085,0.006,0.012]]	[0.489,0.408,0.085,0.006,0.012]	very negative
831	ST. LOUIS, Oct. 24(UPI)--A Federal jury today found a niece of Senator Thomas F. Eagleton and her former lawyer guilty of trying to extort $220,000 from the Senator by threatening to start a rumor that he is homosexual.	[[0.3,0.601,0.081,0.007,0.011]]	[0.3,0.601,0.081,0.007,0.011]	negative
832	The homosexuality issue was addressed when the delegates added a phrase to the Book of Discipline, which governs the church, that calls for ''fidelity in marriage and celibacy in singleness'' as a qualification for ordination to the ministry.	[[0.104,0.672,0.191,0.025,0.007]]	[0.104,0.672,0.191,0.025,0.007]	negative
833	In the early 1970's, as producer of such groundbreaking situation comedies as ''All in the Family'' and ''Maude,'' he regularly challenged network censors by bringing sensitive subjects - from racial bigotry to homosexuality - into the conservative world of prime-time television.	[[0.186,0.508,0.216,0.07,0.02]]	[0.186,0.508,0.216,0.07,0.02]	negative
834	The Unitarian Universalist Association voted today to approve religious blessings on homosexual unions, becoming the first major church to do so.	[[0.086,0.277,0.191,0.33,0.116]]	[0.086,0.277,0.191,0.33,0.116]	positive
835	The Rev. Jesse Jackson received the joint endorsement of a group of Arab-Americans and a group of Jews and won a tumultuous welcome from 300 homosexual men and women in San Francisco's Mission District today as he campaigned for votes in the California primary June 5.	[[0.005,0.008,0.068,0.609,0.31]]	[0.005,0.008,0.068,0.609,0.31]	positive
836	Groups at high risk include health care workers, sexually active homosexual men, hemophiliacs, kidney dialysis patients, people who abuse injectable drugs, people in institutions and certain ethnic groups, such as Alaskan Eskimos and Vietnamese refugees.	[[0.373,0.496,0.11,0.011,0.011]]	[0.373,0.496,0.11,0.011,0.011]	negative
837	LEAD: Twenty years after a police raid on a gay bar in Greenwich Village unleashed the pent-up anger of the homosexual community and started the modern gay-rights movement, homosexual men and lesbians say that laws, court decisions and changing attitudes have helped them move closer to the mainstream of society.	[[0.103,0.491,0.335,0.052,0.018]]	[0.103,0.491,0.335,0.052,0.018]	negative
838	The document offers advice to Roman Catholic priests on how to deal with homosexuals in a church context, but it also reminds clergymen that government actions should always promote strong family structures, according to a Vatican official.	[[0.007,0.018,0.065,0.77,0.14]]	[0.007,0.018,0.065,0.77,0.14]	positive
839	The Archdiocese of New York said yesterday that, contrary to the impression given by a report in its own newspaper last week, Pope John Paul II has not endorsed Archbishop John J. O'Connor's refusal to sign a pledge required under a city order barring job discrimination against homosexuals.	[[0.195,0.603,0.18,0.013,0.009]]	[0.195,0.603,0.18,0.013,0.009]	negative
840	Many of New York's homosexuals - for years in the forefront of social upheaval - are now adopting more traditional lives outside the city, where they are quietly slipping into the fabric of suburban and small-town life, researchers and other experts say.	[[0.088,0.626,0.235,0.04,0.011]]	[0.088,0.626,0.235,0.04,0.011]	negative
841	LEAD: THE CONSTRUCTION OF HOMOSEXUALITY By David F. Greenberg.	[[0.093,0.486,0.302,0.091,0.028]]	[0.093,0.486,0.302,0.091,0.028]	negative
842	Overall, the thrust of such works suggested that homosexuality was a psychoneurotic rather than a human condition.	[[0.011,0.091,0.803,0.086,0.009]]	[0.011,0.091,0.803,0.086,0.009]	neutral
843	The allegations of homosexual relations and drug use were widely discussed as lawmakers began returning to the Capitol today from the July 4 recess.	[[0.099,0.676,0.195,0.022,0.008]]	[0.099,0.676,0.195,0.022,0.008]	negative
844	I didn't have any trepidation about playing a homosexual,'' said the actor, who is 49 years old and has previously appeared on Broadway in such shows as ''Sweeney Todd,'' ''I Remember Mama,'' and ''Watch on the Rhine.''	[[0.07,0.509,0.376,0.037,0.008]]	[0.07,0.509,0.376,0.037,0.008]	negative
845	The story sounds sensational: The New York City Board of Education sets up a special school for homosexual students, apparently the first in the nation.	[[0.053,0.16,0.176,0.453,0.157]]	[0.053,0.16,0.176,0.453,0.157]	positive
846	2, does not require public or private schools to teach the nature of homosexuality.	[[0.096,0.656,0.231,0.012,0.004]]	[0.096,0.656,0.231,0.012,0.004]	negative
847	Apparently this new man heterosexual has been influenced by the behavior of the old man homosexual who for centuries has explored and enjoyed his individual potentials beyond the societal restrictions of his gender.	[[0.125,0.778,0.064,0.024,0.01]]	[0.125,0.778,0.064,0.024,0.01]	negative
848	The effort to establish homosexual rights is a campaign to establish sodomy as an acceptable sexual practice, and there are grave reasons for withholding that acceptability.	[[0.007,0.021,0.063,0.788,0.121]]	[0.007,0.021,0.063,0.788,0.121]	positive
849	LEAD: Guards used high-pressure water hoses today to subdue prisoners protesting the way homosexual inmates are treated and other conditions at the Oregon State Correctional Institution.	[[0.151,0.643,0.182,0.016,0.009]]	[0.151,0.643,0.182,0.016,0.009]	negative
850	To the Editor: In a news story (Jan. 13) on the gay-rights bill before the City Council, John Cardinal O'Connor is quoted as opposing the bill because it would turn homosexuals into ''an exempt or preferred class.''	[[0.245,0.575,0.163,0.009,0.007]]	[0.245,0.575,0.163,0.009,0.007]	negative
851	WASHINGTON, March 22 (UPI)--A group of fundamentalist preachers say they have collected 74,100 signatures on petitions to President Carter opposing any Presidential action guaranteeing homosexual rights.	[[0.349,0.543,0.093,0.006,0.009]]	[0.349,0.543,0.093,0.006,0.009]	negative
852	With a final vote on the city's homosexual rights bill coming up Thursday, John Cardinal O'Connor yesterday again condemned the legislation, calling it an affront to Judeo-Christian values that would offer legal protection to sexual behavior that is ''abnormal'' and ''a sin.'' ''	[[0.165,0.584,0.22,0.021,0.01]]	[0.165,0.584,0.22,0.021,0.01]	negative
853	Two leaders of the Roman Catholic community, New York's Cardinal O'Connor and Brooklyn's Bishop Francis Mugavero, have declared themselves opposed to passage of the homosexual rights bill pending in the City Council.	[[0.182,0.451,0.163,0.125,0.078]]	[0.182,0.451,0.163,0.125,0.078]	negative
854	SAN FRANCISCO, Aug. 20--In what some saw as a conservative backlash and others regarded as a reflection of apathy, San Francisco voters yesterday narrowly repealed a four-year-old district election system that had helped put two blacks and a homosexual on the board of supervisors and replaced it with an at-large system that is likely to make election of such candidates difficult.	[[0.406,0.473,0.097,0.008,0.016]]	[0.406,0.473,0.097,0.008,0.016]	negative
855	Oh, no, of course not about homosexuality.	[[0.116,0.648,0.211,0.018,0.007]]	[0.116,0.648,0.211,0.018,0.007]	negative
856	The Mayor provided no details on the plan, which he discussed at a news conference called after a coalition of homosexual-rights groups criticized him for proposing to let the Roman Catholic Archdiocese of New York run a city-financed residence for AIDS patients. ''	[[0.057,0.496,0.412,0.028,0.007]]	[0.057,0.496,0.412,0.028,0.007]	negative
857	Neighborhood Voices'' had its premiere last week with a documentary about homosexuals who had found a haven in Greenwich Village in the 1950's and 1960's.	[[0.093,0.524,0.273,0.084,0.025]]	[0.093,0.524,0.273,0.084,0.025]	negative
858	In the spirit of Christ I must love my homosexual brothers and sisters, even though I don't understand them,'' said City Councilman Wendell Foster of the Bronx as some observers cheered.	[[0.072,0.227,0.15,0.421,0.131]]	[0.072,0.227,0.15,0.421,0.131]	positive
859	There were marching bands, baton twirlers, banners and balloons and aggregations of homosexual men, women, parents, teen-agers, artists, therapists, politicians and percussionists, representing an estimated 100 groups. ''	[[0.137,0.579,0.245,0.03,0.009]]	[0.137,0.579,0.245,0.03,0.009]	negative
860	The squarely built, 59-year-old Archbishop has spoken out on a number of social concerns, including opposition to single-issue politics and support for civil rights for homosexuals, but he prefers to work less conspicuously toward a progressive set of church goals.	[[0.279,0.508,0.182,0.016,0.015]]	[0.279,0.508,0.182,0.016,0.015]	negative
861	The pattern suggests, but does not prove, that a biological factor may play a role in the development of homosexuality in some men.	[[0.181,0.61,0.168,0.028,0.013]]	[0.181,0.61,0.168,0.028,0.013]	negative
862	LONG BEACH, Calif., June 20 (UPI)-- Eight women sailors accused of homosexual activity aboard the U.S.S. Norton Sound have been told they will be discharged from the service for misconduct, the Navy announced today.	[[0.412,0.497,0.077,0.005,0.01]]	[0.412,0.497,0.077,0.005,0.01]	negative
863	Battling Crime Against Homosexuals T he out-of-town cars appear on the weekends.	[[0.062,0.373,0.367,0.162,0.036]]	[0.062,0.373,0.367,0.162,0.036]	negative
864	Despite its name and despite stereotypes, the Gay Men's Health Crisis finds itself helping a growing number of AIDS patients who are neither homosexual nor male; who are not white, do not speak English, do not live in the middle of Manhattan.	[[0.444,0.449,0.083,0.008,0.015]]	[0.444,0.449,0.083,0.008,0.015]	negative
865	A native of West Germany who is a homosexual cannot be denied United States citizenship because of his sexual preference, a Federal appeals court ruled today.	[[0.111,0.607,0.184,0.078,0.02]]	[0.111,0.607,0.184,0.078,0.02]	negative
866	An octogenarian author and homosexual looks back on his life as a world traveler, a close friend of a pope, an acquaintance of some of the most celebrated writers of this century and a kind of lightning rod for its evil energies.	[[0.115,0.46,0.193,0.175,0.058]]	[0.115,0.46,0.193,0.175,0.058]	negative
867	In neighborhoods throughout the city and across a broad spectrum of New York life, the influence of homosexual men and women is being seen and felt more than ever before.	[[0.069,0.405,0.238,0.247,0.042]]	[0.069,0.405,0.238,0.247,0.042]	negative
868	On Dec. 31, Defense Minister Manfred W"orner forcibly retired Gen. G"unter Kiessling, deputy to Gen. Bernard W. Rogers, NATO's Supreme Allied Commander in Europe, because of reports from West German military counterintelligence that the 58-year-old general had frequented homosexual bars in Cologne.	[[0.253,0.588,0.145,0.009,0.006]]	[0.253,0.588,0.145,0.009,0.006]	negative
869	The Court of Appeals did not disturb the state's power to control commercial sex or to punish rape, homosexual or heterosexual.	[[0.14,0.645,0.173,0.03,0.013]]	[0.14,0.645,0.173,0.03,0.013]	negative
870	For the past nine days 3,400 amateur athletes from 37 states and 16 foreign countries, most of them homosexuals, have been competing here in an Olympic-style sports event, Gay Games II.	[[0.195,0.633,0.149,0.014,0.009]]	[0.195,0.633,0.149,0.014,0.009]	negative
871	LEAD: Two men were brutally assaulted early yesterday morning by a group of 12 youths yelling anti-homosexual slurs as the men sat on a bench in Carl Schurz Park near Gracie Mansion at East End Avenue at 86th Street, the police said.	[[0.182,0.592,0.196,0.019,0.011]]	[0.182,0.592,0.196,0.019,0.011]	negative
872	Homosexual waiters wore pink ribbons and homosexual bars closed for an hour here Friday to commemorate the slaying of a homosexual man who was thrown off a bridge in Bangor, Me.	[[0.15,0.623,0.194,0.02,0.012]]	[0.15,0.623,0.194,0.02,0.012]	negative
873	A Moral Majority conference began here today and touched off a raucous demonstration by opponents of the group, including the city's vocal homosexual community.	[[0.016,0.032,0.12,0.499,0.332]]	[0.016,0.032,0.12,0.499,0.332]	positive
874	The Philadelphia Commission on Human Relations has decided that Temple University helped the United States military services discriminate against two homosexual students.	[[0.04,0.372,0.497,0.081,0.01]]	[0.04,0.372,0.497,0.081,0.01]	neutral
875	LEAD: An eight-year legal battle that pitted gay students against the nation's oldest Roman Catholic university ended this week as lawyers for Georgetown University in Washington agreed to give homosexual student groups the same privileges as other student groups.	[[0.273,0.575,0.134,0.009,0.008]]	[0.273,0.575,0.134,0.009,0.008]	negative
876	He made no secret of his contempt for homosexuals. ''	[[0.055,0.517,0.378,0.042,0.008]]	[0.055,0.517,0.378,0.042,0.008]	negative
877	After the West German press published the reports, General Kiessling said that he was not homosexual, that his name was being besmirched and that he had never set foot in the two homosexual bars, the Tom Tom Club or Cafe W"usten in Cologne.	[[0.153,0.701,0.125,0.015,0.006]]	[0.153,0.701,0.125,0.015,0.006]	negative
878	Each day a platoon of city buses rolls out into Los Angeles carrying an advertisment featuring what appears to be a doting mother cautioning a homosexual son: ''Play safely.	[[0.048,0.394,0.517,0.035,0.006]]	[0.048,0.394,0.517,0.035,0.006]	neutral
879	LEAD: A Federal appeals court in San Francisco struck down the Army's ban on homosexuals yesterday, ruling that homosexuals are entitled to as much protection against discrimination as members of racial minority groups.	[[0.11,0.486,0.305,0.074,0.025]]	[0.11,0.486,0.305,0.074,0.025]	negative
880	LEAD: NOT everyone responds with equal enthusiasm to the prospect of grown men dressed up as women and singing opera arias and scenes in falsetto with campy inflections and explicit homosexual innuendo.	[[0.153,0.486,0.203,0.111,0.047]]	[0.153,0.486,0.203,0.111,0.047]	negative
881	In a letter sent last week to several persons interested in homosexual rights, Anne Wexler, an assistant to President Carter, said that the Administration's position was ''premised upon the President's human rights policies and the nation's responsibility to be consistent with our immigration expectation of other countries.''	[[0.209,0.591,0.167,0.023,0.011]]	[0.209,0.591,0.167,0.023,0.011]	negative
882	When an embittered young attention-seeker charged that members of Congress were engaging Congressional pages in homosexual acts, the sordid accusation led the television news broadcasts and was given important play in the press.	[[0.153,0.681,0.153,0.009,0.005]]	[0.153,0.681,0.153,0.009,0.005]	negative
883	None of the experts see the AIDS virus coursing through the heterosexual community the way it has among homosexuals and intravenous drug addicts over the last six years.	[[0.382,0.457,0.138,0.01,0.012]]	[0.382,0.457,0.138,0.01,0.012]	negative
884	The proposed placement in Christopher Park of a George Segal sculpture of a group of homosexuals is being opposed by some Greenwich Village residents, including homosexuals.	[[0.204,0.569,0.131,0.059,0.037]]	[0.204,0.569,0.131,0.059,0.037]	negative
885	An organization of homosexual veterans sued the American Legion, Mayor Koch and Police Commissioner Benjamin Ward yesterday, contending that its members had been improperly barred from marching in next month's Veterans Day parade.	[[0.158,0.598,0.155,0.06,0.029]]	[0.158,0.598,0.155,0.06,0.029]	negative
886	LEAD: A judge today awarded custody of a 16-year-old youth to his late father's homosexual lover, saying this was what the youth wanted and that it would give him the ''stable and wholesome environment'' his mother could not provide.	[[0.239,0.519,0.15,0.048,0.044]]	[0.239,0.519,0.15,0.048,0.044]	negative
887	A House ethics panel that has been investigating allegations of homosexuality and sexual misconduct by members of Congress and its pages issued an interim report today concluding that ''virtually every one'' of the charges was unfounded.	[[0.257,0.574,0.146,0.012,0.01]]	[0.257,0.574,0.146,0.012,0.01]	negative
888	"Cruising" touched off protests by homosexual groups during its filming and later led to an industrywide debate over the merits of the rating system.	[[0.012,0.029,0.068,0.759,0.132]]	[0.012,0.029,0.068,0.759,0.132]	positive
889	The heated debate about amending New York City's anti-discrimination law to protect homosexuals turns, finally, on one main issue.	[[0.023,0.131,0.412,0.39,0.044]]	[0.023,0.131,0.412,0.39,0.044]	neutral
890	Four female soldiers at Fort McPherson were discharged from the Army for engaging in homosexual acts and charges of lesbianism against two others are pending, according to an Army spokesman.	[[0.333,0.582,0.054,0.011,0.02]]	[0.333,0.582,0.054,0.011,0.02]	negative
891	Public fear over the spread of AIDS has led to increased discrimination and violence against homosexuals, even as it has created new obstacles to obtaining legal protections, according both to leaders of homosexual groups and to government officials.	[[0.246,0.553,0.174,0.017,0.01]]	[0.246,0.553,0.174,0.017,0.01]	negative
892	A majority of the 40 candidates are homosexuals.	[[0.066,0.508,0.318,0.093,0.014]]	[0.066,0.508,0.318,0.093,0.014]	negative
893	In 1978, Oklahoma passed a law, at the urging of the entertainer Anita Bryant, that permitted school boards to dismiss a teacher for ''advocating, encouraging or promoting'' homosexuality.	[[0.122,0.671,0.175,0.025,0.008]]	[0.122,0.671,0.175,0.025,0.008]	negative
894	''Sidney Shorr,'' a television movie starring Tony Randall as a middle-aged N ew York homosexual who shares his apartment with a young actress (Lorn a Patterson) and her daughter, will have its premiere on NBC Monday night from 9 to 11.	[[0.208,0.7,0.067,0.015,0.01]]	[0.208,0.7,0.067,0.015,0.01]	negative
895	Forty-Deuce'' takes us right into the sleaze of one of Times Square's sleaziest subcultures; it's a night in the life of a band of young homosexual prostitutes.	[[0.002,0.002,0.019,0.784,0.193]]	[0.002,0.002,0.019,0.784,0.193]	positive
896	For almost five hours, they were driven through a neon-lit Hollywood devoid of film stars or glamour - a city of homosexual street hustlers, female prostitutes and runaways.	[[0.141,0.592,0.232,0.028,0.008]]	[0.141,0.592,0.232,0.028,0.008]	negative
897	No sooner do they arrive in Arizona than they're arrested for a bank robbery they didn't commit and spend the rest of ''Stir Crazy'' trying to outwit scheming wardens, sadistic guards, fellow-prisoners who are bullying or homosexual, and their own bad luck. ''	[[0.305,0.619,0.063,0.006,0.006]]	[0.305,0.619,0.063,0.006,0.006]	negative
898	He impressed critics early in his career when he was seen in ''Abelard and Heloise'' in 1971 at the Brooks Atkinson Theater, playing the role of a homosexual student in love with Abelard.	[[0.051,0.173,0.159,0.494,0.123]]	[0.051,0.173,0.159,0.494,0.123]	positive
899	He said in a four-page opinion that Mr. Ross ''would be immediately subject to homosexual rape and sodomy and to brutalities from fellow prisoners such as make the imagination recoil in horror.''	[[0.074,0.558,0.313,0.045,0.01]]	[0.074,0.558,0.313,0.045,0.01]	negative
900	It is no wonder, then, that many of these same activists are applauding Mr. Mondale's decision to appear as the keynote speaker at a fund-raising dinner in New York Wednesday night sponsored by the Washington-based Human Rights Campaign Fund, a political action committee that is raising money for candidates who support homosexual rights legislation.	[[0.489,0.416,0.078,0.008,0.009]]	[0.489,0.416,0.078,0.008,0.009]	very negative
901	The meeting, the First International Lesbian/Gay Health Conference, brought more than 700 people - physicians, psychologists, social workers, physical therapists, physicians' aides, nurses, students and homosexual activists, from the United States and a dozen foreign countries - to New York University's Loeb Student Center. ''	[[0.416,0.422,0.132,0.012,0.018]]	[0.416,0.422,0.132,0.012,0.018]	negative
902	THE one joke in ''Partners'' is that macho, heterosexual Detective Sergeant Benson (Ryan O'Neal) is ordered to go ''underground'' with mousey, homosexual Detective Sergeant Kerwin (John Hurt) in an investigation of a series of homosexual-related murders in Los Angeles.	[[0.203,0.625,0.157,0.009,0.007]]	[0.203,0.625,0.157,0.009,0.007]	negative
903	Many homosexuals also shrilly condemned my book for much the same but flip-side reasons: hysterical homosexualism and homosexual paranoia, inflamed because I wrote honestly about the massive numbers of gays in the vanguard of Nazism up to the 1934 Blood Purge, when Hitler launched his bloody solution to the ''homosexual problem.''	[[0.131,0.644,0.209,0.01,0.005]]	[0.131,0.644,0.209,0.01,0.005]	negative
904	But in many places these efforts are being scaled back as more time is devoted to seeking public funds to find a cure for the fatal illness, providing care for those afflicted and educating the public to forestall a backlash against homosexuals. ''	[[0.13,0.623,0.195,0.04,0.012]]	[0.13,0.623,0.195,0.04,0.012]	negative
905	New York State, seeking to slow the spread of AIDS, empowered local health officials yesterday to close homosexual bathhouses and other places where ''high-risk sexual activities'' take place.	[[0.164,0.612,0.176,0.032,0.016]]	[0.164,0.612,0.176,0.032,0.016]	negative
906	Homosexual characterizations are hardly new to television entertainment.	[[0.194,0.625,0.126,0.033,0.022]]	[0.194,0.625,0.126,0.033,0.022]	negative
907	The impact of AIDS among homosexual men, who have so far been the most likely victims of the incurable ailment, has already stirred widespread awareness among homosexuals on American campuses.	[[0.368,0.484,0.087,0.027,0.034]]	[0.368,0.484,0.087,0.027,0.034]	negative
908	Both Mr. Burke and Mr. Michaels are editors of newspapers directed to a homosexual readership, and they say that the two articles underline the growing significance of the homosexual press in tracking down news of interest to a wider community.	[[0.087,0.444,0.321,0.117,0.032]]	[0.087,0.444,0.321,0.117,0.032]	negative
909	However, Dr. Echenberg said that there had been a ''dramatic decline'' in the transmission of venereal disease among homosexual men, who are most often the victims of AIDS, that strongly suggested there had been a comparable decline in the rate of AIDS cases transmitted in sexual relations.	[[0.062,0.308,0.554,0.061,0.015]]	[0.062,0.308,0.554,0.061,0.015]	neutral
910	WHICH is a worse dilemma for a wife: a husband who commits homosexual adultery or one who commits heterosexual bigamy?	[[0.111,0.503,0.347,0.027,0.012]]	[0.111,0.503,0.347,0.027,0.012]	negative
911	The Carter Administration has endorsed a proposal to repeal a section of the immigration law that prohibits the entry of homosexual aliens into the United States.	[[0.107,0.509,0.228,0.12,0.036]]	[0.107,0.509,0.228,0.12,0.036]	negative
912	Queen Elizabeth's former police bodyguard was cleared today of breaching Buckingham Palace security while he lived a secret double life as a homosexual having affairs with male prostitutes.	[[0.095,0.661,0.211,0.026,0.008]]	[0.095,0.661,0.211,0.026,0.008]	negative
913	WASHINGTON, Sept. 9--The Justice Department said today, after more than a year of study, that homosexual aliens would be excluded from the United States only if they made a voluntary declaration of their homosexuality.	[[0.174,0.647,0.142,0.022,0.015]]	[0.174,0.647,0.142,0.022,0.015]	negative
914	To do so, the archdiocese says, would be tantamount to condoning or promoting homosexuality, a violation of church teaching.	[[0.159,0.637,0.18,0.016,0.008]]	[0.159,0.637,0.18,0.016,0.008]	negative
915	A FEW weeks ago, the television show ''20/ 20'' ran a report on violence against homosexuals.	[[0.117,0.624,0.22,0.029,0.011]]	[0.117,0.624,0.22,0.029,0.011]	negative
916	By RICHARD P. BRICKNER SEYMOUR KLEINBERG, a professor of English at Long Island University, has provided in ''Alienated Affections'' both autobiography and a survey of homosexual life in contemporary America.	[[0.156,0.599,0.213,0.021,0.011]]	[0.156,0.599,0.213,0.021,0.011]	negative
917	LONDON, Oct. 17 (AP)--Scotland Yard's obscenity squad said today that it had been called to investigate a new play at the National Theater that features homosexual rape, male nudity and obscene language.	[[0.22,0.656,0.104,0.01,0.01]]	[0.22,0.656,0.104,0.01,0.01]	negative
918	What appears at first to be a crime of passion in West Hollywood's homosexual underworld soon has the smell, to Sara, of something darker and deeper.	[[0.131,0.514,0.316,0.03,0.01]]	[0.131,0.514,0.316,0.03,0.01]	negative
919	There is no comprehensive Federal plan for dealing with acquired immune deficiency syndrome, or AIDs, and the delay in formulating one is due partly to the fact that many of its victims are homosexual, witnesses told a Congressional panel today. ''	[[0.278,0.589,0.108,0.011,0.014]]	[0.278,0.589,0.108,0.011,0.014]	negative
920	Several hundred demonstrators marched through the Times Square area last night to protest what they called ''police brutality'' aimed at homosexual patrons of a bar on 43d Street east of Eighth Avenue. ''	[[0.155,0.643,0.176,0.015,0.01]]	[0.155,0.643,0.176,0.015,0.01]	negative
921	The National Council of Churches today refused to admit into membership a denomination formed primarily for homosexuals.	[[0.125,0.644,0.178,0.039,0.015]]	[0.125,0.644,0.178,0.039,0.015]	negative
922	In an effort to help medical authorities treat his case and trace the spread of the usually fatal disease, he says, he confided to one doctor that he was a homosexual and to another health officer that he had had sexual contacts with three other military personnel.	[[0.178,0.598,0.157,0.043,0.024]]	[0.178,0.598,0.157,0.043,0.024]	negative
923	Forty cases of acquired immune deficiency syndome in 10 cities have been traced through a chain of sexual contacts to a homosexual man who may have been a carrier of the disease, spreading it across the country without knowing he had it.	[[0.124,0.645,0.196,0.025,0.01]]	[0.124,0.645,0.196,0.025,0.01]	negative
924	Dublin's High Court today upheld Ireland's law against homosexual acts, rejecting a university professor's contention that it was unconstitutional.	[[0.185,0.629,0.147,0.025,0.014]]	[0.185,0.629,0.147,0.025,0.014]	negative
925	Three-fourths of 44 extremely feminine boys followed from early childhood to adolescence or young adulthood matured as homosexuals or bisexuals, as against only one bisexual among a comparison group of more typically masculine boys.	[[0.269,0.595,0.108,0.014,0.014]]	[0.269,0.595,0.108,0.014,0.014]	negative
926	LEAD: The Administration in Washington is opposed to making sure that a representative of the homosexual community is named to a panel to study the AIDS plague and what it might mean for the whole country.	[[0.142,0.557,0.245,0.038,0.018]]	[0.142,0.557,0.245,0.038,0.018]	negative
927	She's had a change of heart about her 1977 crusade against equal rights for homosexuals , Anita Bryant has said in an interview, and ''I'm more in clined to say live and let live, just don't flaunt it ortry to legali ze it.' '	[[0.14,0.572,0.207,0.065,0.015]]	[0.14,0.572,0.207,0.065,0.015]	negative
928	FORT CHAFFEE, Ark.--Homosexuals among the Cuban refugees here are being helped in gaining American sponsors by two national homosexual organizations.	[[0.198,0.535,0.118,0.09,0.06]]	[0.198,0.535,0.118,0.09,0.06]	negative
929	You dismiss legalized homosexual marriage and the abolition of veteran's preference as ''old-chestnut assertions,'' but without explaining how E.R.A. would avoid these consequences.	[[0.192,0.585,0.194,0.019,0.01]]	[0.192,0.585,0.194,0.019,0.01]	negative
930	The Army must let a sergeant who acknowledges he is a homosexual re-enlist despite his refusal to answer questions about his future sexual activity, Federal District Judge Barbara Rothstein has ruled.	[[0.147,0.662,0.139,0.036,0.016]]	[0.147,0.662,0.139,0.036,0.016]	negative
931	I go out all over the world and defend this city,'' said the Mayor, whose election in 1979 was achieved with heavy support of the homosexual population, which has been estimated to be 15 percent. ''	[[0.261,0.47,0.209,0.035,0.025]]	[0.261,0.47,0.209,0.035,0.025]	negative
932	The Wolfenden Report recommended changing the law that made male homosexual acts punishable by imprisonment - lesbianism has never been illegal in Britain - and suggested that prostitution, which was not illegal, be allowed to continue.	[[0.232,0.588,0.163,0.009,0.008]]	[0.232,0.588,0.163,0.009,0.008]	negative
933	LEAD: The Federal Government should not support efforts to allow homosexuals to adopt children, a Presidential advisory group says.	[[0.179,0.634,0.166,0.012,0.008]]	[0.179,0.634,0.166,0.012,0.008]	negative
934	Forty percent of the single men in San Francisco are homosexual, and most of them are well-educated and earning more than $20,000 a year, according to a professional survey.	[[0.425,0.459,0.08,0.01,0.025]]	[0.425,0.459,0.08,0.01,0.025]	negative
935	Issue of AIDS and Homosexuals It was marked by considerable heat over the issue of acquired immune deficiency syndrome, the deadly disease that mainly afflicts homosexual men, and Mrs. Whitmire's support of Houston's homosexual community.	[[0.118,0.368,0.197,0.213,0.104]]	[0.118,0.368,0.197,0.213,0.104]	negative
936	After months of acrimonious debate in Greenwich Village, the community board has voted, 24 to 9, to place a George Segal sculpture of four homosexuals in Christopher Park, the site of a 1969 riot that fueled the national homosexual movement.	[[0.246,0.501,0.221,0.02,0.013]]	[0.246,0.501,0.221,0.02,0.013]	negative
937	Elizabeth Eagleton Weigand and Stephen Poludniak had been found guilty of threatening to start a rumor that the Senator was a homosexual unless he agreed to pay $220,000 for the woman's interest in a business owned by the Eagleton family.	[[0.132,0.646,0.177,0.031,0.014]]	[0.132,0.646,0.177,0.031,0.014]	negative
938	Homosexuals across the nation are backing the re-election campaign of Representative Gerry E. Studds.	[[0.095,0.493,0.246,0.13,0.036]]	[0.095,0.493,0.246,0.13,0.036]	negative
939	ANY play that reduces the Cuban revolution to a tale of squabbling in-laws and homosexual incest must have something going for it - even if that something is mainly bad taste.	[[0.124,0.596,0.231,0.036,0.013]]	[0.124,0.596,0.231,0.036,0.013]	negative
940	Law-enforcement agencies do not record crimes against homosexuals as a specific category.	[[0.118,0.604,0.209,0.049,0.019]]	[0.118,0.604,0.209,0.049,0.019]	negative
941	SAN FRANCISCO, Nov. 15 (AP) The Army has acknowledged that homosexuality alone is not sufficient reason to deny security clearance to civilian contract employees, the American Civil Liberties Union says.	[[0.433,0.492,0.058,0.004,0.013]]	[0.433,0.492,0.058,0.004,0.013]	negative
942	LEAD: Leaders of gay- and lesbian-rights groups around New York State have expressed outrage over comments made last week by Peter L. Broderick, the Niagara County District Attorney, who called homosexuals ''queers'' and ''sick people'' and said they ought not to receive special consideration when they are victims of bias-related crimes.	[[0.156,0.544,0.265,0.023,0.012]]	[0.156,0.544,0.265,0.023,0.012]	negative
943	LEAD: Vermont prison officials say inmates can now get condoms on request to prevent the spread of AIDS and other sexually transmitted diseases in homosexual encounters.	[[0.092,0.518,0.336,0.04,0.014]]	[0.092,0.518,0.336,0.04,0.014]	negative
