id	context	predictions	aggregatedPredictions	category
2622	But she was also nominated as outstanding lead actress for her role as a switchblade-carrying, heroin-addicted lesbian New York supermodel who dies of AIDS in HBO's ''Gia.''	[[0.083,0.306,0.123,0.4,0.088]]	[0.083,0.306,0.123,0.4,0.088]	positive
2623	It also challenges The Times itself to consider the recognition of gay and lesbian unions in its society pages.	[[0.044,0.187,0.275,0.429,0.065]]	[0.044,0.187,0.275,0.429,0.065]	positive
2624	(Who would have thought that ''Ellen'' really would become more pointed and funnier after her character came out as a lesbian?)	[[0.051,0.363,0.478,0.087,0.02]]	[0.051,0.363,0.478,0.087,0.02]	neutral
2625	''I never heard of the word lesbian, but I knew enough to hide,'' says a woman from North Carolina in ''Before Stonewall,'' the 1984 Emmy Award-winning film by John Scagliotti, Robert Rosenberg and Greta Schiller.	[[0.165,0.659,0.125,0.037,0.013]]	[0.165,0.659,0.125,0.037,0.013]	negative
2626	A Lesbian Forces Blind Holocaust Victim on Roller Coaster!''	[[0.141,0.734,0.078,0.031,0.016]]	[0.141,0.734,0.078,0.031,0.016]	negative
2627	The United Nations has suspended the only organization here that represents gay and lesbian rights because of its perceived links to groups that promote pedophilia.	[[0.19,0.615,0.156,0.027,0.012]]	[0.19,0.615,0.156,0.027,0.012]	negative
2628	The father of the suspect in the slayings of two lesbian-rights advocates said his son snapped under business and personal pressure and shot the women in a botched robbery attempt after killing another person.	[[0.175,0.639,0.166,0.013,0.007]]	[0.175,0.639,0.166,0.013,0.007]	negative
2629	A television review last Thursday about "In the Life," a program about gay and lesbian life in the United States shown on some public television stations, identified a participant incorrectly.	[[0.263,0.587,0.103,0.026,0.022]]	[0.263,0.587,0.103,0.026,0.022]	negative
2630	Among the 157 movies and videos being shown in the seventh annual New York Lesbian and Gay Film Festival, none cut to the heart of the current political climate more incisively than Heather MacDonald's unsettling documentary "Ballot Measure 9."	[[0.318,0.509,0.143,0.013,0.016]]	[0.318,0.509,0.143,0.013,0.016]	negative
2631	GMHC's staff, volunteers and Board of Directors mourn the passing of Irving Cooperberg, Founding President of New York's Lesbian and Gay Community Services Center.	[[0.297,0.564,0.08,0.028,0.03]]	[0.297,0.564,0.08,0.028,0.03]	negative
2632	A.T.& T. has become the largest marketer to aim advertising at gay and lesbian consumers with advertisements for its corporate calling card created by Ayer Inc. of New York.	[[0.202,0.551,0.193,0.034,0.021]]	[0.202,0.551,0.193,0.034,0.021]	negative
2633	The verdict was hailed as a major victory by gay and lesbian groups because the judge would not allow Mr. McKinney's lawyers to use the so-called gay-panic defense to maintain that sexual abuse he suffered as a child triggered a violent reaction against Mr. Shepard.	[[0.154,0.669,0.152,0.017,0.008]]	[0.154,0.669,0.152,0.017,0.008]	negative
2634	Irving served twice as President of the Board of Directors of Congregation Beth Simchat Torah, New York City's Gay and Lesbian Synagogue.	[[0.155,0.576,0.202,0.045,0.023]]	[0.155,0.576,0.202,0.045,0.023]	negative
2635	Gay and lesbian history is rooted in decades when the mere whisper that one was not staunchly heterosexual could wreck careers and lives.	[[0.149,0.55,0.204,0.067,0.03]]	[0.149,0.55,0.204,0.067,0.03]	negative
2636	That film's main character, Lucy Berliner (Ally Sheedy), a photographer whose autobiographical pictures bear strong stylistic similarities to the work of Nan Goldin, happens to be a lesbian.	[[0.293,0.515,0.076,0.052,0.064]]	[0.293,0.515,0.076,0.052,0.064]	negative
2637	Mr. Laermer's new book ''Get On With It; The Gay and Lesbian Guide to the Internet,'' reads at a similar clip.	[[0.184,0.63,0.147,0.023,0.017]]	[0.184,0.63,0.147,0.023,0.017]	negative
2638	Mr. Nicolson's book, drawn from his mother's posthumously discovered diaries, which chronicled a 48-year marriage that survived both partners' homosexual liaisons, was adapted for British television in 1990 and engendered no end of controversy, particularly because of the lesbian love scenes.	[[0.288,0.546,0.131,0.018,0.017]]	[0.288,0.546,0.131,0.018,0.017]	negative
2639	All the while, he tours the country, speaking at colleges about gay men and lesbians in the military and promoting his book, "Honor Bound" (Villard), now in its second printing.	[[0.074,0.665,0.242,0.015,0.003]]	[0.074,0.665,0.242,0.015,0.003]	negative
2640	And in large gay organizations, lesbians, who were once eclipsed by gay men, are emerging in highly visible jobs, positioning themselves as potential candidates of the future.	[[0.232,0.687,0.061,0.012,0.007]]	[0.232,0.687,0.061,0.012,0.007]	negative
2641	LEAD: When the 18-day New York International Festival of Lesbian and Gay Film opens tonight at the Biograph Theater, it is expected to be the largest event of its kind yet held in the United States.	[[0.174,0.551,0.238,0.025,0.013]]	[0.174,0.551,0.238,0.025,0.013]	negative
2642	Imagine the erotic world of "Basic Instinct" exaggerated into a kung-fu cartoon of sexy lesbian avengers executing quadruple leaping somersaults in a deadly assault against the opposite sex.	[[0.184,0.67,0.133,0.008,0.006]]	[0.184,0.67,0.133,0.008,0.006]	negative
2643	As its blithe title suggests, "The Incredibly True Adventure of Two Girls in Love" is a coming-of-age comedy, a polished movie that resembles a lesbian version of "Risky Business."	[[0.013,0.022,0.033,0.623,0.309]]	[0.013,0.022,0.033,0.623,0.309]	positive
2644	"Sharon doesn't have the short-term memory to remember what happened an hour ago, but she does remember Karen and the past, and that she is a lesbian."	[[0.111,0.648,0.189,0.04,0.012]]	[0.111,0.648,0.189,0.04,0.012]	negative
2645	A growing number of experts are looking at experiences like Ms. Weiss's and asking a question that has long been overlooked: Do lesbians face distinct problems -- or even increased health risks -- when they seek medical care?	[[0.055,0.662,0.269,0.011,0.003]]	[0.055,0.662,0.269,0.011,0.003]	negative
2646	The agreement is being described as one of the largest in the gay and lesbian market.	[[0.102,0.632,0.191,0.06,0.016]]	[0.102,0.632,0.191,0.06,0.016]	negative
2647	Interviewed on a local news program this week, the singer Melissa Etheridge spoke matter-of-factly about how being a lesbian affects or, equally significant, doesn't affect her work.	[[0.296,0.562,0.114,0.014,0.014]]	[0.296,0.562,0.114,0.014,0.014]	negative
2648	Now some residents are urging the police to put more officers on the beat, especially at night, and gay men and lesbians say they are being more vigilant.	[[0.095,0.584,0.283,0.028,0.009]]	[0.095,0.584,0.283,0.028,0.009]	negative
2649	"For a moment I thought, 'Now, 500 more people know I'm a lesbian,' " Ms. Woods said, talking about the ceremony.	[[0.098,0.503,0.195,0.166,0.037]]	[0.098,0.503,0.195,0.166,0.037]	negative
2650	The trend gained momentum last month from men at the Gay and Lesbian Pride March.	[[0.116,0.613,0.195,0.055,0.02]]	[0.116,0.613,0.195,0.055,0.02]	negative
2651	The Gay and Lesbian Issues Committee said these and other recommendations would free gay, lesbian and bisexual students from the violence, harassment and discrimination that persist even on a campus and in a city that the committee recognized as generally hospitable to such students.	[[0.23,0.555,0.159,0.036,0.021]]	[0.23,0.555,0.159,0.036,0.021]	negative
2652	Think, and Eat, Duck TUESDAY -- The Lesbian and Gay Community Services Center will benefit from a Duck Festival at the New Deal Restaurant, 133 West 13th Street.	[[0.143,0.334,0.136,0.23,0.158]]	[0.143,0.334,0.136,0.23,0.158]	negative
2653	Now, gay and lesbian soldiers look forward to the day when President-elect Bill Clinton will lift their veil of secrecy by following through on his promise to overturn the ban on homosexuals in the armed forces.	[[0.05,0.485,0.426,0.032,0.007]]	[0.05,0.485,0.426,0.032,0.007]	negative
2654	Rights of Domestic Partners Q When lesbian, gay and unmarried couples register as domestic partners with the City Clerk's office, must New York City landlords treat them the same as married couples?	[[0.288,0.606,0.088,0.009,0.009]]	[0.288,0.606,0.088,0.009,0.009]	negative
2655	OUT OF THE PAST Gay and Lesbian History From 1869 to the Present.	[[0.097,0.573,0.264,0.049,0.016]]	[0.097,0.573,0.264,0.049,0.016]	negative
2656	Sixteen months after the Irish Lesbian and Gay Organization first sought to march in the St. Patrick's Day Parade under its own banner, and 11 days before this year's parade is to step off, the dispute over whether they belong in the parade is as far from settled as ever.	[[0.211,0.641,0.122,0.015,0.011]]	[0.211,0.641,0.122,0.015,0.011]	negative
2657	Proceeds from the suggested donation of $5 will be used to add more information to a 33-minute documentary on a lesbian's battle to win care of her disabled partner.	[[0.107,0.573,0.233,0.065,0.021]]	[0.107,0.573,0.233,0.065,0.021]	negative
2658	The new group that won the fight to sponsor this year's St. Patrick's Day parade may withdraw rather than face an embarrassing boycott over its inclusion of a gay and lesbian contingent, leaders in the Irish-American community said yesterday.	[[0.087,0.422,0.343,0.12,0.028]]	[0.087,0.422,0.343,0.12,0.028]	negative
2659	I have been happily married for more than 25 years, do not commit adultery, do not have "a lesbian friend," do not believe in abortion or practice civil disobedience.	[[0.206,0.516,0.234,0.029,0.015]]	[0.206,0.516,0.234,0.029,0.015]	negative
2660	But it would also be foolish to deny that gay and lesbian visibility, the positive kind, can claim extraordinary advances in books, magazines, films, theater and perhaps most striking of all in television.	[[0.128,0.62,0.151,0.077,0.024]]	[0.128,0.62,0.151,0.077,0.024]	negative
2661	She is also the first openly lesbian candidate to be elected to Congress, and the first openly lesbian or gay candidate who is not an incumbent to be elected to Congress.	[[0.169,0.503,0.217,0.079,0.032]]	[0.169,0.503,0.217,0.079,0.032]	negative
2662	In an action that is certain to provoke new debate over homosexuality and the clergy, the Episcopal Bishop of Washington today ordained to the priesthood a woman openly living in a lesbian relationship.	[[0.054,0.42,0.17,0.314,0.042]]	[0.054,0.42,0.17,0.314,0.042]	negative
2663	A new police decoy program, in which officers pose as homosexual men to attract people who attack homosexuals in the West Village, is drawing fire from gay and lesbian groups who say it is not working and is a waste of police resources.	[[0.59,0.311,0.078,0.007,0.014]]	[0.59,0.311,0.078,0.007,0.014]	very negative
2664	In the first such case to reach a New York appellate court, a panel of judges has ruled that lesbians and gay men cannot adopt their partners' children because they are not legally married.	[[0.188,0.605,0.176,0.021,0.01]]	[0.188,0.605,0.176,0.021,0.01]	negative
2665	The choir, which is one of the oldest gay and lesbian choruses in the United States, has enjoyed a strong reputation since it was founded in 1979.	[[0.064,0.151,0.268,0.304,0.213]]	[0.064,0.151,0.268,0.304,0.213]	positive
2666	His company had organized the gathering he was addressing to announce its first annual lists of the 25 most influential gay and lesbian corporate executives, and the 50 most powerful and gay-friendly public companies.	[[0.01,0.05,0.594,0.324,0.022]]	[0.01,0.05,0.594,0.324,0.022]	neutral
2667	The university's board of governors authorized the administration to renegotiate benefits with nine unions, which together represent about 10,000 employees, to offer coverage for the partners of an estimated 100 to 200 gay and lesbian employees, said David R. Scott, the university's lawyer.	[[0.227,0.57,0.174,0.018,0.01]]	[0.227,0.57,0.174,0.018,0.01]	negative
2668	The decision by Justice Diane A. Lebedeff of State Supreme Court in Manhattan results from a 1990 complaint against the State University of New York at Buffalo by a student who said she was refused an interview with the Judge Advocate General Corps, the military's judicial branch, because she is a lesbian.	[[0.234,0.557,0.176,0.02,0.012]]	[0.234,0.557,0.176,0.02,0.012]	negative
2669	While such celebrities as Cybill Shepherd, below, Phil Donahue, Mary Wilson and Eartha Kitt lent their support, many participants were wondering what happened to all the stars who have previously spoken out in favor of lesbian and gay rights.	[[0.275,0.468,0.201,0.037,0.02]]	[0.275,0.468,0.201,0.037,0.02]	negative
2670	The expectant mother (Cherry Jones) is a lesbian who wants to have a child, but without the complications of questions of paternity.	[[0.087,0.545,0.264,0.084,0.02]]	[0.087,0.545,0.264,0.084,0.02]	negative
2671	So now the city Human Rights Commission has filed a complaint charging that the sponsors of last year's parade discriminated by banning the Irish Lesbian and Gay Organization.	[[0.109,0.574,0.279,0.03,0.008]]	[0.109,0.574,0.279,0.03,0.008]	negative
2672	A more crowded market means each film will have to work harder to establish awareness in the gay and lesbian community, with gay attendance no longer taken for granted.	[[0.133,0.534,0.238,0.072,0.023]]	[0.133,0.534,0.238,0.072,0.023]	negative
2673	As a result, co-ops throughout the city may find themselves extending to gay, lesbian and other unmarried couples the privilege customarily granted to married couples.	[[0.127,0.663,0.179,0.025,0.006]]	[0.127,0.663,0.179,0.025,0.006]	negative
2674	Reports of bias crimes against gay men and lesbians have risen 81 percent this year, the police said yesterday, even as overall crime has dropped sharply and other types of bias attacks have fallen slightly.	[[0.621,0.33,0.041,0.001,0.006]]	[0.621,0.33,0.041,0.001,0.006]	very negative
2675	She is, we soon find out, a lesbian who becomes a transsexual and suffers the gravest of consequences.	[[0.186,0.453,0.232,0.091,0.038]]	[0.186,0.453,0.232,0.091,0.038]	negative
2676	This week, as its first anniversary rekindled "very sad memories," he documented the case history for me, by way of explaining why he is a booster of an organization called P-Flag -- Parents, Families and Friends of Lesbians and Gays.	[[0.258,0.55,0.177,0.009,0.006]]	[0.258,0.55,0.177,0.009,0.006]	negative
2677	LEAD: Things hummed along at the Gay and Lesbian Switchboard.	[[0.084,0.424,0.32,0.136,0.037]]	[0.084,0.424,0.32,0.136,0.037]	negative
2678	Dartmouth College refused last week to recognize a separate Dartmouth Gay and Lesbian Alumni Association (D-GALA), citing the need to maintain alumni unity.	[[0.26,0.586,0.127,0.014,0.013]]	[0.26,0.586,0.127,0.014,0.013]	negative
2679	To the Editor: By citing a study by the National Gay and Lesbian Task Force Policy Institute in "Attitudes Clash on Jobs and AIDS" (At Work, Nov. 7), Barbara Presley Noble supports the misconception that AIDS is a homosexuals' disease.	[[0.208,0.598,0.175,0.011,0.008]]	[0.208,0.598,0.175,0.011,0.008]	negative
2680	Irving Cooperberg, a founder and the first president of the Lesbian and Gay Community Services Center in Greenwich Village, a hub of gay life in New York City, died on Wednesday at his home in Manhattan.	[[0.585,0.34,0.057,0.004,0.014]]	[0.585,0.34,0.057,0.004,0.014]	very negative
2681	And this blurring of categories can be felt in the programming of the 1998 New York Lesbian and Gay Film Festival, also known as the New Festival, which opened its 10th anniversary last evening with a screening of Lisa Cholodenko's ''High Art.''	[[0.013,0.058,0.068,0.786,0.074]]	[0.013,0.058,0.068,0.786,0.074]	positive
2682	The offerings range from Reena Heenan's clunkingly didactic antiwar musical, "Joinin' of the Colors," about the violence in Northern Ireland, to "Norman," a witless musical comedy sketch by Frank Jump and Lynn Portas built around the punch line, "I'm a lesbian trapped in a man's body."	[[0.524,0.352,0.107,0.007,0.01]]	[0.524,0.352,0.107,0.007,0.01]	very negative
2683	The number of incidents against gay men, lesbians and bisexuals declined by 14 percent, the group said, but more of the incidents involved multiple and extreme crimes like extortion, rape and murder.	[[0.128,0.627,0.209,0.025,0.01]]	[0.128,0.627,0.209,0.025,0.01]	negative
2684	A woman who was denied a job as a police officer after saying she was a lesbian has settled her lawsuit against the city for $73,000.	[[0.075,0.542,0.283,0.087,0.014]]	[0.075,0.542,0.283,0.087,0.014]	negative
2685	Gay men and lesbians may be born homosexual, but they aren't born Democrats.	[[0.062,0.443,0.412,0.07,0.013]]	[0.062,0.443,0.412,0.07,0.013]	negative
2686	John Kelly, Curtis Robertson and the Pageboys and the Five Lesbian Brothers are among 13 performance artists participating in the Dixon Place Performers' Fund Benefit on Monday at 7:30 P.M. at Exit Art, 548 Broadway, at Prince Street, SoHo.	[[0.233,0.622,0.109,0.018,0.018]]	[0.233,0.622,0.109,0.018,0.018]	negative
2687	Mr. Giuliani met on Monday evening with 50 gay men and lesbians in a private home in Manhattan to talk about issues important to them.	[[0.107,0.621,0.234,0.028,0.011]]	[0.107,0.621,0.234,0.028,0.011]	negative
2688	Ledray, a 35-year-old businesswoman from Seattle, agreed there could be merit in the criticism by some gays and lesbians that the Games trivialized life and death issues and blunted the thrust of confrontational politics.	[[0.232,0.549,0.125,0.049,0.045]]	[0.232,0.549,0.125,0.049,0.045]	negative
2689	For MARTIN DUBERMAN, who turns 66 tomorrow, the time has come to make a change: he is stepping down as executive director of an organization he founded 10 years ago, the Center for Lesbian and Gay Studies at the Graduate Center of the City University of New York. ''	[[0.364,0.59,0.039,0.002,0.004]]	[0.364,0.59,0.039,0.002,0.004]	negative
2690	Irving's wisdom and generous spirit were present in his devotion to New York's gay and lesbian synagogue, Congregation Beth Simchat Torah, where he served as Chairman for six of his fifteen years as a member of the Board.	[[0.056,0.234,0.412,0.26,0.038]]	[0.056,0.234,0.412,0.26,0.038]	neutral
2691	But when asked about it during a debate tonight, he cited a Burstein campaign leaflet that said she will "lead the fight for lesbians and gay men in New York and across America."	[[0.07,0.577,0.331,0.017,0.005]]	[0.07,0.577,0.331,0.017,0.005]	negative
2692	If the image that comes to mind is a glossy, audacious national magazine covering topics of interest to lesbians, you may be one of the 200,000 readers of a publication that went by that name until last week.	[[0.168,0.544,0.24,0.034,0.015]]	[0.168,0.544,0.24,0.034,0.015]	negative
2693	Gay men and lesbians ''certainly have my commitment to work as hard as I can'' to stop antigay hate crimes, find a cure for AIDS and end workplace discrimination, Vice President Al Gore promised tonight. ''	[[0.358,0.489,0.129,0.012,0.013]]	[0.358,0.489,0.129,0.012,0.013]	negative
2694	Outweek, the New York-based gay and lesbian magazine, ceased publication this week as a result of infighting among its principals and because it could not pay its bills, officials of the magazine said yesterday.	[[0.604,0.35,0.04,0.001,0.006]]	[0.604,0.35,0.04,0.001,0.006]	very negative
2695	A 15-week series of productions by lesbian choreographers and performance artists gets under way on Oct. 22 at the Pyramid Club in the East Village.	[[0.162,0.643,0.145,0.032,0.019]]	[0.162,0.643,0.145,0.032,0.019]	negative
2696	He provides a seemingly unending list of contacts, E-mail addresses and websites of interest to gay and lesbian on-line adventurers, be they ''newbies'' or Internet aficionados.	[[0.257,0.661,0.067,0.008,0.007]]	[0.257,0.661,0.067,0.008,0.007]	negative
2697	That is why I was so proud to hear President Clinton include gay and lesbian people in his radio address on hate crimes.	[[0.334,0.581,0.063,0.011,0.011]]	[0.334,0.581,0.063,0.011,0.011]	negative
2698	A Federal judge in Seattle ordered the military today to reinstate a highly decorated nurse who was forced out of the Washington State National Guard after acknowledging that she is a lesbian.	[[0.224,0.59,0.132,0.031,0.021]]	[0.224,0.59,0.132,0.031,0.021]	negative
2699	Overturning a lower court decision that had awarded custody of a lesbian's son to his grandmother, the Virginia Court of Appeals unanimously ruled today that a person's homosexuality does not necessarily make that individual an unfit parent.	[[0.279,0.587,0.113,0.01,0.012]]	[0.279,0.587,0.113,0.01,0.012]	negative
2700	Irving had the foresight, determination, humor, and tenacity required to guide the Lesbian and Gay Community Services Center through its early years.	[[0.144,0.546,0.237,0.051,0.022]]	[0.144,0.546,0.237,0.051,0.022]	negative
2701	Five minutes into his speech, a group called the Lesbian Offenders started singing the Pledge of Allegiance and then yelled obscenities.	[[0.208,0.677,0.099,0.008,0.008]]	[0.208,0.677,0.099,0.008,0.008]	negative
2702	After enduring weeks of vitriol in battles over homosexuals in the military, the St. Patrick's Day parade and school curriculums, gay and lesbian New Yorkers are taking stock -- many hurt and angry, others scared but defiant.	[[0.261,0.486,0.168,0.051,0.033]]	[0.261,0.486,0.168,0.051,0.033]	negative
2703	The Dinkins administration yesterday awarded the permit for the St. Patrick's Day parade to a group that has pledged to allow lesbians and gay men to march under their their own banner for the first time.	[[0.106,0.493,0.21,0.151,0.041]]	[0.106,0.493,0.21,0.151,0.041]	negative
2704	The concept was brought to the division by Maer Roshan, the former editor in chief of the short-lived QW, a magazine for gay men and lesbians that closed in late 1992 after its principal backer died of AIDS.	[[0.197,0.664,0.114,0.018,0.007]]	[0.197,0.664,0.114,0.018,0.007]	negative
2705	Instead, the script by Alison Cross highlights the love affair that awakened Colonel Cammermeyer's explicit awareness of her homosexuality and -- as the movie tells it -- emboldened her to declare herself a lesbian during a security-clearance interview in 1989, a declaration that led to her discharge three years later.	[[0.058,0.515,0.41,0.014,0.003]]	[0.058,0.515,0.41,0.014,0.003]	negative
2706	So many lesbian and gay services are concentrated in Chelsea and the Village,'' said the center's administrator, Joo-Hyun Kang, of East Flatbush, ''and that's not where most queer people of color live.''	[[0.234,0.597,0.14,0.02,0.009]]	[0.234,0.597,0.14,0.02,0.009]	negative
2707	In a report to be released on Monday, the group, the Servicemembers Legal Defense Network, says persistent harassment has created a climate of fear in some bases so severe that many gay men and lesbians have been forced to abandon military service, in contradiction of the policy's aims.	[[0.294,0.508,0.173,0.015,0.01]]	[0.294,0.508,0.173,0.015,0.01]	negative
2708	Positive Music, a chamber ensemble devoted to AIDS education and awareness, is to present a concert on Feb. 22 at 5:45 P.M. at the Lesbian and Gay Community Services Center, 208 West 13th Street, Greenwich Village.	[[0.459,0.431,0.089,0.007,0.014]]	[0.459,0.431,0.089,0.007,0.014]	very negative
2709	In 1995 the Association of Lesbian and Gay Pride Films in France held a screenplay competition, seeking material for AIDS-related public-service shorts.	[[0.034,0.156,0.197,0.539,0.075]]	[0.034,0.156,0.197,0.539,0.075]	positive
2710	It's 10 P.M. on a Tuesday night and all is quiet in front of the Neutral Zone, a center for gay and lesbian youth on Christopher Street.	[[0.129,0.549,0.221,0.072,0.029]]	[0.129,0.549,0.221,0.072,0.029]	negative
2711	Our basic point is: Why should the gay and lesbian communities lend support to Channel 13 when Channel 13 is not meeting our needs?"	[[0.105,0.779,0.108,0.005,0.003]]	[0.105,0.779,0.108,0.005,0.003]	negative
2712	Gay and lesbian publications have long struggled for respect from national advertisers.	[[0.17,0.625,0.14,0.042,0.023]]	[0.17,0.625,0.14,0.042,0.023]	negative
2713	So what goes on in cities was as much discussed as what goes on in the House when some 350 people gathered here this weekend for a conference of national black lesbian and gay leaders.	[[0.105,0.579,0.272,0.035,0.009]]	[0.105,0.579,0.272,0.035,0.009]	negative
2714	More than 50 gay and lesbian protesters and their families marched outside Assemblywoman Marion Crecco's office yesterday morning to protest a bill she has introduced outlawing same-sex marriages.	[[0.265,0.604,0.111,0.01,0.01]]	[0.265,0.604,0.111,0.01,0.01]	negative
2715	With Channel 13's annual March pledge drive beginning today, a coalition of gay and lesbian organizations has vowed to urge their supporters not to make donations to the public television station until it broadcasts a regular weekly program focusing on their concerns.	[[0.133,0.659,0.189,0.014,0.005]]	[0.133,0.659,0.189,0.014,0.005]	negative
2716	Well, if it is a sunny Saturday morning, members of the Pikes Peak Gay and Lesbian Community Center gather to pick up roadside litter under the Adopt-a-Highway program.	[[0.102,0.649,0.222,0.021,0.006]]	[0.102,0.649,0.222,0.021,0.006]	negative
2717	The play's one claim to distinction, or at least to difference, is that Cory's initial liaison is not with a boy in a neighboring camp but with that counselor, a 28-year-old lesbian still sulking after an aborted romance with a woman during her college days.	[[0.318,0.535,0.122,0.014,0.01]]	[0.318,0.535,0.122,0.014,0.01]	negative
2718	A roommate crisis, a $663 library fine, a junk-food addiction and a transfer from one department to another provide some of this film's impetus, as do the breakup of a lesbian couple and the lady-killing of one local stud.	[[0.487,0.445,0.055,0.004,0.009]]	[0.487,0.445,0.055,0.004,0.009]	very negative
2719	The event advanced the cause of gay and lesbian liberation, I think, and advanced the more general cause of human freedom.	[[0.111,0.58,0.217,0.074,0.019]]	[0.111,0.58,0.217,0.074,0.019]	negative
2720	The money will go to the New Festival, based in New York City; the Lesbian and Gay Film Festival of Pittsburgh, and the Gay and Lesbian Media Coalition event in Los Angeles, according to an Aug. 6 letter from the endowment.	[[0.049,0.187,0.232,0.446,0.087]]	[0.049,0.187,0.232,0.446,0.087]	positive
2721	"It was like a slap in the face, the euphoria we felt was gone," recalled Mr. Van Bramer, a 23-year-old co-chairman of the Gay, Lesbian and Bisexual Alliance, which formed last fall at the university.	[[0.268,0.598,0.091,0.03,0.013]]	[0.268,0.598,0.091,0.03,0.013]	negative
2722	The number has always been one of the show's most irresistible, but Ms. Scott and Ms. Dickinson, who as the musical's lesbian lovers are as perfectly matched as a pair of diamond-stud earrings, explore new depths in their characters' mutual attraction.	[[0.003,0.005,0.016,0.643,0.333]]	[0.003,0.005,0.016,0.643,0.333]	positive
2723	The city school district board last week voted to ban military recruiters from its schools because of the Department of Defense's policy against enlisting gay and lesbian recruits.	[[0.097,0.64,0.243,0.014,0.005]]	[0.097,0.64,0.243,0.014,0.005]	negative
2724	Are we leafing through some gay and lesbian soft-porn magazine?	[[0.053,0.695,0.238,0.012,0.002]]	[0.053,0.695,0.238,0.012,0.002]	negative
2725	David K. Eckert, a decorated Air Force pilot who became a minister and an advocate for gay and lesbian military veterans, died Sunday at the David Grant Medical Center at Travis Air Force Base near Sacramento, Calif.	[[0.404,0.486,0.095,0.005,0.01]]	[0.404,0.486,0.095,0.005,0.01]	negative
2726	"Out There," billed as "television's first-ever gay and lesbian comedy special," was a success for Comedy Central, so much so that two of the performers were given solo showcases on HBO.	[[0.213,0.596,0.069,0.087,0.035]]	[0.213,0.596,0.069,0.087,0.035]	negative
2727	"The decision affirms clearly that the fundamental rights of lesbians and gay man cannot be voted away by the general public," said Suzanne Goldberg, a New York lawyer for the Lambda Legal Defense and Education Fund, a gay rights group.	[[0.322,0.567,0.071,0.026,0.014]]	[0.322,0.567,0.071,0.026,0.014]	negative
2728	Among the 70,000 listings on the National Register, Stonewall becomes the ''first such historic site recognizing the national significance and contributions of lesbians and gay men,'' said M. John Berry, assistant secretary of the Department of the Interior.	[[0.245,0.587,0.146,0.011,0.01]]	[0.245,0.587,0.146,0.011,0.01]	negative
2729	The standoff between a defiant Queens school board and Schools Chancellor Joseph A. Fernandez over a study guide that teaches respect for gay and lesbian life styles is the vortex of a larger political and legal struggle over conflicting social agendas.	[[0.187,0.656,0.111,0.028,0.018]]	[0.187,0.656,0.111,0.028,0.018]	negative
2730	Or, as Representative Jack Metcalf, the Republican incumbent, called her in a recent mailing, ''a controversial lesbian.''	[[0.016,0.195,0.784,0.003,0.001]]	[0.016,0.195,0.784,0.003,0.001]	neutral
2731	To the Editor: You report March 23 on the efforts by Congregation Beth Simchat Torah, New York's lesbian and gay synagogue, to participate in the Salute to Israel parade in May.	[[0.25,0.565,0.171,0.008,0.006]]	[0.25,0.565,0.171,0.008,0.006]	negative
2732	Thomas B. Stoddard, a lawyer whose persuasiveness and erudition advanced the cause of equal rights for gay men, lesbians and people with AIDS, died yesterday at his home in Manhattan.	[[0.265,0.648,0.069,0.008,0.01]]	[0.265,0.648,0.069,0.008,0.01]	negative
2733	Wright has denied making such a statement, and he received swift support from the network, which said it believed he made no statements "that were disparaging or otherwise offensive to gays or lesbians or the L.P.G.A."	[[0.312,0.491,0.126,0.036,0.035]]	[0.312,0.491,0.126,0.036,0.035]	negative
2734	Sunday at 11 P.M. on PBS, there's "Lives in the Balance: The Lesbian and Gay Movement in the 1990's," a documentary centered on April's march on Washington by gay men and lesbians, their friends and their families numbering about 300,000, as reported by the United States Park Police.	[[0.059,0.286,0.318,0.277,0.059]]	[0.059,0.286,0.318,0.277,0.059]	neutral
2735	Members of the Bisexual, Gay, and Lesbian Students Association held a series of gatherings and rallies in the days immediately after publication, and an exchange of letters and opinion articles has raged in other campus publications.	[[0.343,0.583,0.062,0.004,0.008]]	[0.343,0.583,0.062,0.004,0.008]	negative
2736	Any of these combinations might include grandparents, teenagers, foster parents, lesbian/gay parents, or adoptive parents.	[[0.063,0.35,0.344,0.201,0.041]]	[0.063,0.35,0.344,0.201,0.041]	negative
2737	The Organization of Gay and Lesbian Architects and Designers is sponsoring "Design Pride '94," a series of discussions, lectures and presentations, tomorrow from 8:30 A.M. to 5:30 P.M. Participants will include David.	[[0.265,0.569,0.143,0.012,0.011]]	[0.265,0.569,0.143,0.012,0.011]	negative
2738	Queen Pen, a k a Lynise Walters, who in conversation remains coy about her sexual orientation, is perhaps the first recording artist to use rap, a genre known for the misogyny and homophobia of its lyrics, to depict lesbian life.	[[0.346,0.524,0.086,0.019,0.025]]	[0.346,0.524,0.086,0.019,0.025]	negative
2739	In a growing number of Connecticut high schools, though, groups of students are starting to speak up, to correct derogatory language and to advocate greater tolerance of people who may be lesbian, gay or bisexual.	[[0.032,0.309,0.373,0.264,0.022]]	[0.032,0.309,0.373,0.264,0.022]	neutral
2740	If you thought the Mir space station had problems, check out the jalopy of a star ship that is piloted into the heavens by the Five Lesbian Brothers.	[[0.134,0.662,0.178,0.02,0.006]]	[0.134,0.662,0.178,0.02,0.006]	negative
