id	context	predictions	aggregatedPredictions	category
5352	A state court judge ruled late Wednesday that the state law school in Buffalo, and presumably all public schools and universities in New York, must ban military recruiters as long as the military continues to discriminate against gay men and lesbians.	[[0.293,0.531,0.154,0.012,0.01]]	[0.293,0.531,0.154,0.012,0.01]	negative
5353	The event, which runs through June 15 and includes nearly 80 programs, is easily the most varied and creative gay film festival to date.	[[0.051,0.099,0.211,0.365,0.273]]	[0.051,0.099,0.211,0.365,0.273]	positive
5354	While I expect that the vast majority of heterosexuals believe they did not choose their sexual orientation, I puzzle daily over the fact that many of them believe gay people have selected theirs -- leading a small minority to use this as a basis to argue against equality.	[[0.117,0.604,0.238,0.033,0.008]]	[0.117,0.604,0.238,0.033,0.008]	negative
5355	But absent from the march again this year will be the Irish Lesbian and Gay Organization, which, having been barred by the parade's organizers from marching after several years of conflict, applied for its own city permit to hold a separate parade.	[[0.242,0.643,0.096,0.011,0.008]]	[0.242,0.643,0.096,0.011,0.008]	negative
5356	For the last decade and a half, the gathering, known as the Morning Party, has been a poignant remembrance of those who have died of AIDS as well as an important fund-raiser for its sponsor, Gay Men's Health Crisis.	[[0.015,0.026,0.019,0.687,0.253]]	[0.015,0.026,0.019,0.687,0.253]	positive
5357	The National Endowment for the Arts has agreed to grant $17,500 to three gay and lesbian film festivals that were denied funding under the Bush Administration, the Southern California chapter of the American Civil Liberties Union announced yesterday.	[[0.144,0.644,0.178,0.023,0.012]]	[0.144,0.644,0.178,0.023,0.012]	negative
5358	This year, organizers of the annual gay and lesbian street fair and festival known as PrideFest planned a two-day event on Pier 45, at Christopher Street, and the adjoining Hudson River bulkhead.	[[0.107,0.77,0.113,0.008,0.002]]	[0.107,0.77,0.113,0.008,0.002]	negative
5359	Vigil in Westport A vigil and candlelight ceremony will be held in Westport today for Matthew Shepard, the 21-year-old gay student at the University of Wyoming who was killed last month.	[[0.141,0.55,0.18,0.09,0.039]]	[0.141,0.55,0.18,0.09,0.039]	negative
5360	Mayor David N. Dinkins released an anecdotal report yesterday that he said shows that thousands of crimes against gay men and women are not reported to the police.	[[0.148,0.611,0.199,0.028,0.014]]	[0.148,0.611,0.199,0.028,0.014]	negative
5361	VIRTUAL EQUALITY The Mainstreaming of Gay and Lesbian Liberation.	[[0.087,0.5,0.31,0.08,0.024]]	[0.087,0.5,0.31,0.08,0.024]	negative
5362	But I think, among other things, including what I hope is appreciation for my book, this award is for all of us, everyone from Edmund White to Rita Mae Brown and a whole group of young gay and lesbian writers who are writing now.	[[0.127,0.655,0.18,0.028,0.01]]	[0.127,0.655,0.18,0.028,0.01]	negative
5363	The Hawaii Legislature has moved to counteract a court ruling that could make Hawaii the first state to recognize gay marriages.	[[0.059,0.212,0.217,0.399,0.112]]	[0.059,0.212,0.217,0.399,0.112]	positive
5364	There was a time I thought I was singing more memorial services than music for concerts,'' said Dr. William Brown, 59, a Manhattan pediatrician who consults about gay and lesbian children and has been a chorus member for 13 years.	[[0.218,0.497,0.194,0.057,0.034]]	[0.218,0.497,0.194,0.057,0.034]	negative
5365	Some travel experts describe the market as virtually recession-proof, pointing to the usual pattern among gay couples of two jobs and no children.	[[0.263,0.59,0.131,0.009,0.008]]	[0.263,0.59,0.131,0.009,0.008]	negative
5366	To the Editor: Assemblyman John C. Dearie (letter, March 26) must be terminally naive if he thinks the Irish Lesbian and Gay Organization "played the news media as if they were marionettes."	[[0.109,0.635,0.245,0.008,0.004]]	[0.109,0.635,0.245,0.008,0.004]	negative
5367	Many large stores have expanded their gay and lesbian offerings in recent years, and now have whole sections devoted to such titles.	[[0.288,0.618,0.071,0.009,0.013]]	[0.288,0.618,0.071,0.009,0.013]	negative
5368	The judge said Connecticut's one-year-old gay rights law specifically prohibits state agencies or institutions from helping any employer that discriminates against gay people and that therefore even such courtesies as giving a recruiter a cup of coffee and a chair to sit in is illegal.	[[0.133,0.685,0.151,0.025,0.008]]	[0.133,0.685,0.151,0.025,0.008]	negative
5369	For their part, gay and lesbian organizations in New York were disappointed and angered by the Supreme Court decision, but several said they took comfort that the Justices had strongly supported the right of free speech while avoiding a broad ruling on gay civil rights.	[[0.34,0.42,0.187,0.026,0.027]]	[0.34,0.42,0.187,0.026,0.027]	negative
5370	New York City's Schools Chancellor, Joseph A. Fernandez, yesterday suspended a school board in Queens that has adamantly refused to adopt a multicultural curriculum that, among other things, teaches first graders to respect and appreciate gay people.	[[0.182,0.43,0.207,0.119,0.062]]	[0.182,0.43,0.207,0.119,0.062]	negative
5371	Last year, after the Assembly passed the bill for the first time, gay lobbyists waged an intensive, but deliberately polite, campaign in the Senate.	[[0.043,0.56,0.341,0.05,0.005]]	[0.043,0.56,0.341,0.05,0.005]	negative
5372	The new law they struck down had barred discrimination against gay men and lesbians in employment, housing, credit and public accommodations.	[[0.094,0.667,0.215,0.019,0.006]]	[0.094,0.667,0.215,0.019,0.006]	negative
5373	Slight, trusting and uncertain how well he would be accepted as an openly gay freshman at the University of Wyoming, Mr. Shepard returned from school in Europe to begin college in his home state this fall.	[[0.213,0.658,0.109,0.014,0.007]]	[0.213,0.658,0.109,0.014,0.007]	negative
5374	It is, in fact, a simple cabaret vehicle for Split Britches, the New York lesbian company, and Bloolips, a London gay troupe, to sing a few kitschy and faintly bawdy songs and romp about in several pun-filled scenes that use Williams's play only as a point of departure.	[[0.322,0.565,0.093,0.01,0.01]]	[0.322,0.565,0.093,0.01,0.01]	negative
5375	It is this flamboyant and radical aspect of Marlowe's play that the film director Derek Jarman uses, with much explicit sex and gore, to turn a 16th-century history play into a modern political statement about the persecution of gay people.	[[0.123,0.468,0.299,0.082,0.027]]	[0.123,0.468,0.299,0.082,0.027]	negative
5376	Ms. Schwartz is the executive director of the Paul Rapoport Foundation, an organization in New York City involved in gay and lesbian issues.	[[0.046,0.342,0.475,0.119,0.017]]	[0.046,0.342,0.475,0.119,0.017]	neutral
5377	The Federal Bureau of Investigation has agreed to ban discrimination against homosexual employees or applicants in a settlement of a lawsuit filed by a former agent who said he was dismissed because he is gay.	[[0.114,0.607,0.205,0.054,0.019]]	[0.114,0.607,0.205,0.054,0.019]	negative
5378	One such feature, now showing there, is "Paris Is Burning," a documentary by Jennie Livingston about a gay fashion ball in Harlem and the stylized dance called voguing.	[[0.038,0.18,0.38,0.35,0.053]]	[0.038,0.18,0.38,0.35,0.053]	neutral
5379	Three months into the administration of Mayor Rudolph W. Giuliani, many gay politicians and leaders of some gay-rights organizations say they have become deeply disappointed with the Mayor, suggesting that he has shown little or no sensitivity to their concerns.	[[0.384,0.469,0.109,0.022,0.015]]	[0.384,0.469,0.109,0.022,0.015]	negative
5380	Mr. Matsuno had never before told his secret, and when he came out of the closet by posting his message on a computer bulletin board for gay teen-agers, the response was overwhelming.	[[0.128,0.603,0.233,0.026,0.01]]	[0.128,0.603,0.233,0.026,0.01]	negative
5381	The gay nominee, the Rev. Gene Robinson, 50, has been a top official of the Diocese of New Hampshire for more than a decade, is a founder of and counselor for AIDS organizations and support groups for gay and lesbian youths, and has led racism-education projects and raised funds for low-income housing.	[[0.521,0.393,0.058,0.008,0.02]]	[0.521,0.393,0.058,0.008,0.02]	very negative
5382	Last weekend, at the Gay and Lesbian Pride March, the sarong appeared on a few experimenters in leisure wear, teamed with T-shirts, vests or a chiseled torso.	[[0.082,0.656,0.218,0.038,0.007]]	[0.082,0.656,0.218,0.038,0.007]	negative
5383	"Rhode Island has always been contrary," said State Senator William P. Fitzpatrick, a Democrat from Cranston who is gay and will shepherd the bill through the Senate, where it is given a good chance of passage.	[[0.157,0.679,0.128,0.026,0.009]]	[0.157,0.679,0.128,0.026,0.009]	negative
5384	An award-winning film documentary on gay black men, to be televised on the public television documentary series "P.O.V." next month, has come under attack for its graphic material and because its producer received a $5,000 grant from the National Endowment for the Arts.	[[0.07,0.25,0.18,0.41,0.09]]	[0.07,0.25,0.18,0.41,0.09]	positive
5385	Dr. Evelyn Hooker, a psychologist who defied conventional wisdom and greatly emboldened the fledgling gay rights movement in the 1950's by finding there was no measurable psychological difference between homosexual and heterosexual men, died on Monday at her home in Santa Monica, Calif.	[[0.457,0.459,0.065,0.006,0.014]]	[0.457,0.459,0.065,0.006,0.014]	negative
5386	After years in publishing, Clinton Morris realized his dream when he opened A Room of Our Own, a sprawling bookstore that borrowed its name from a Virginia Woolf book and specialized in lesbian and gay writing.	[[0.123,0.701,0.151,0.019,0.006]]	[0.123,0.701,0.151,0.019,0.006]	negative
5387	The Central Conference of American Rabbis, representing 1,750 rabbis of the liberal Reform movement, voted today to support civil marriage for lesbians and gay men and to oppose governmental efforts to bar such unions.	[[0.211,0.645,0.127,0.01,0.008]]	[0.211,0.645,0.127,0.01,0.008]	negative
5388	To the Editor: ''Civil Rights Dance Lesson: The Tiny Step Forward'' (Week in Review, Sept. 15) discusses civil rights strategies in light of the Senate defeat of one bill to ban job discrimination against lesbians and gay men, and passage of another bill attempting to enshrine discrimination against gay couples who might someday marry.	[[0.295,0.539,0.153,0.007,0.006]]	[0.295,0.539,0.153,0.007,0.006]	negative
5389	Noted for its successes in the so-called urban niches -- black, Latino, gay and lesbian -- New Line Cinema obviously hasn't hurt its reputation lately with ''Rush Hour,'' Brett Ratner's karate kickfest of a movie that combines not one niche, but two, with the black comedian Chris Tucker and Asian action star Jackie Chan.	[[0.164,0.665,0.153,0.011,0.007]]	[0.164,0.665,0.153,0.011,0.007]	negative
5390	Irving's wisdom and generous spirit were present in his devotion to New York's gay and lesbian synagogue, Congregation Beth Simchat Torah, where he ser	[[0.011,0.048,0.245,0.617,0.08]]	[0.011,0.048,0.245,0.617,0.08]	positive
5391	Twenty-four years ago, Kopay became the first athlete in a major American team sport to acknowledge publicly that he was gay.	[[0.117,0.699,0.139,0.033,0.011]]	[0.117,0.699,0.139,0.033,0.011]	negative
5392	But in addition to instilling fear, the slaying has angered local homosexuals, who are now planning the first protest by gay men and women in the city, on Jan. 8.	[[0.192,0.686,0.105,0.01,0.007]]	[0.192,0.686,0.105,0.01,0.007]	negative
5393	She says she has gay friends.	[[0.036,0.159,0.423,0.324,0.058]]	[0.036,0.159,0.423,0.324,0.058]	neutral
5394	"You couldn't be a gay man or a lesbian in New York City and not feel personally attacked when that was stuff was happening," she recalled.	[[0.076,0.389,0.223,0.265,0.047]]	[0.076,0.389,0.223,0.265,0.047]	negative
5395	But there is a hitch: he's gay.	[[0.009,0.036,0.264,0.632,0.06]]	[0.009,0.036,0.264,0.632,0.06]	positive
5396	The state's highest court ended a three-year legal battle today and ruled that the parade organizers, a veterans' group, could not ban the Irish-American Gay, Lesbian and Bisexual Group of Boston from marching.	[[0.184,0.635,0.143,0.027,0.011]]	[0.184,0.635,0.143,0.027,0.011]	negative
5397	What was different was the fact that the young people here were relaxing in Center Lane, Westchester's only community center for gay, lesbian and bisexual teen-agers.	[[0.072,0.459,0.331,0.119,0.019]]	[0.072,0.459,0.331,0.119,0.019]	negative
5398	Today he sued the organization, saying his membership was revoked two years ago after the Scouts found out he was gay.	[[0.124,0.561,0.237,0.056,0.023]]	[0.124,0.561,0.237,0.056,0.023]	negative
5399	But the city's decision does not guarantee that the Irish Lesbian and Gay Organization will be invited to participate in the 231st parade on March 17.	[[0.135,0.664,0.179,0.015,0.007]]	[0.135,0.664,0.179,0.015,0.007]	negative
5400	After a seven-year legal battle that became a rallying cause for gay rights groups, a Minnesota appeals court yesterday granted guardianship of Sharon Kowalski, a 35-year-old woman left brain-damaged and quadriplegic in a 1983 car accident, to her lesbian lover.	[[0.291,0.505,0.175,0.016,0.012]]	[0.291,0.505,0.175,0.016,0.012]	negative
5401	Dennis Beauchemin, 41, a gay resident of West 25th Street, was assaulted early on Feb. 8 as he walked home with a friend.	[[0.488,0.407,0.06,0.015,0.03]]	[0.488,0.407,0.06,0.015,0.03]	very negative
5402	Today "KEEPIN' ON," photographs, books and memorabilia about black lesbians, National Museum of Lesbian and Gay History, Lesbian and Gay Community Services Center, 208 West 13th Street, Manhattan.	[[0.361,0.539,0.088,0.004,0.008]]	[0.361,0.539,0.088,0.004,0.008]	negative
5403	Although the case involves a small concern in the town of Camp Hill, near Harrisburg, it has been cited by gay and lesbian leaders nationally as an example of how vulnerable homosexuals can be without an equal rights law.	[[0.096,0.577,0.297,0.024,0.007]]	[0.096,0.577,0.297,0.024,0.007]	negative
5404	To the Editor: "Walt Whitman Made No Secret of Being Gay" (letter, Feb. 2) states that Walt Whitman was an "open member" of the gay and lesbian community.	[[0.151,0.642,0.192,0.01,0.006]]	[0.151,0.642,0.192,0.01,0.006]	negative
5405	As the spiritual leader of Congregation Beth Simchat Torah, a predominantly gay and lesbian synagogue in Greenwich Village, Rabbi Kleinbaum spends her days fighting Goliaths everywhere, most disturbingly, perhaps, other Jews who believe that the sexual orientation of her congregation's 1,200 members places them outside traditional Judaism.	[[0.332,0.443,0.182,0.029,0.014]]	[0.332,0.443,0.182,0.029,0.014]	negative
5406	Bob Jones University, the fundamentalist Christian school that lost its tax-exempt status in 1970 for racial discrimination, is threatening to have gay alumni and certain other graduates arrested for trespassing if they set foot on campus.	[[0.591,0.306,0.088,0.004,0.011]]	[0.591,0.306,0.088,0.004,0.011]	very negative
5407	Proceeds will benefit the Lesbian and Gay Community Services Center of New York.	[[0.071,0.356,0.339,0.187,0.047]]	[0.071,0.356,0.339,0.187,0.047]	negative
5408	WHAT THEY MEAN: A way for gay people to flaunt their wholesomeness.	[[0.105,0.544,0.238,0.084,0.029]]	[0.105,0.544,0.238,0.084,0.029]	negative
5409	But G.M.H.C., formed in 1982 by six gay men, has grown with the epidemic to enter its second decade with a staff of 200 and an annual budget of $20 million.	[[0.286,0.638,0.058,0.009,0.009]]	[0.286,0.638,0.058,0.009,0.009]	negative
5410	Among President Clinton's many hypocrisies are these: he demands privacy rights for himself, and yet he signed the Defense of Marriage Act, and his ''don't ask, don't tell'' policy has resulted in record discharges of lesbian and gay members of the armed forces.	[[0.311,0.493,0.172,0.012,0.012]]	[0.311,0.493,0.172,0.012,0.012]	negative
5411	Such an encounter will certainly be unusual, perhaps even a first in the long, contentious debate over gay rights. ''	[[0.009,0.043,0.565,0.347,0.035]]	[0.009,0.043,0.565,0.347,0.035]	neutral
5412	It was intended to be the ultimate celebration of gay pride, the zenith of a movement that began with a police raid and riot at the Stonewall Inn in Greenwich Village 25 years ago.	[[0.118,0.57,0.274,0.028,0.009]]	[0.118,0.57,0.274,0.028,0.009]	negative
5413	She filed to regain custody after learning that a gay couple might adopt the 3-year-old boy.	[[0.045,0.199,0.452,0.252,0.051]]	[0.045,0.199,0.452,0.252,0.051]	neutral
5414	These gay-friendly restaurants have cuisines that range from very good to just satisfactory.	[[0.037,0.131,0.206,0.469,0.156]]	[0.037,0.131,0.206,0.469,0.156]	positive
5415	When Bailey House, a residence for homeless people with AIDS at the western tip of Christopher Street, needed a place to feed its 44 clients during upcoming renovations, it turned for help to its nearest neighbor -- the Dugout, a gay bar just across the street.	[[0.28,0.524,0.173,0.012,0.012]]	[0.28,0.524,0.173,0.012,0.012]	negative
5416	Mr. Cherubin, a music librarian who lives in the East Village, is the gay son of a lesbian who lives with her companion, and he belongs to an unusual -- and, for some, unsettling -- kind of family.	[[0.399,0.364,0.059,0.05,0.128]]	[0.399,0.364,0.059,0.05,0.128]	very negative
5417	So much of the battle against us is religiously based,'' said Robert F. Miailovich, president of Dignity USA, an organization that supports gay Catholics.	[[0.207,0.599,0.162,0.019,0.012]]	[0.207,0.599,0.162,0.019,0.012]	negative
5418	It was called ''Queer as Folk,'' and it set out to venture where British television had not gone before, chronicling the lives and loves of a trio of gay men from Manchester who were not role models, victims or martyrs.	[[0.245,0.579,0.158,0.011,0.008]]	[0.245,0.579,0.158,0.011,0.008]	negative
5419	Yet the stabbing death of this 29-year-old man in July 1990 has served to rally gay people throughout New York City.	[[0.085,0.658,0.245,0.009,0.003]]	[0.085,0.658,0.245,0.009,0.003]	negative
5420	The stupidity of the old policy, which is still in effect in New York and elsewhere, was brought home in October when New Jersey officials prohibited two gay men from jointly adopting their 2-year-old foster child, saying the law required them to go through the proceeding twice.	[[0.583,0.345,0.061,0.002,0.009]]	[0.583,0.345,0.061,0.002,0.009]	very negative
5421	Ms. Parsons lost her career as a women's basketball coach when, at a critical moment of truth, she denied to a sportswriter that she had been in a gay bar.	[[0.131,0.68,0.163,0.019,0.008]]	[0.131,0.68,0.163,0.019,0.008]	negative
5422	But what brought about 60 of them together is what sets them apart: they are openly gay, a small but growing presence in local government.	[[0.025,0.08,0.084,0.675,0.137]]	[0.025,0.08,0.084,0.675,0.137]	positive
5423	8 P.M.-1:00 A.M. -- American Indian Inaugural Ball, Hyatt Regency Crystal City Hotel (Tickets required) 8:30 P.M. Gay and lesbian inaugural ball, Omni Shoreham Hotel (Tickets required) Television CBS -- 7 A.M. to 9 A.M. CNN -- 8 A.M. to 9:30 A.M CBS -- 11 A.M. to 1 P.M. ABC -- 11 A.M. to 1 P.M. NBC -- 11 A.M. to 2 P.M. PBS -- 11 A.M. to 1 P.M. C-SPAN -- 11 A.M. to 5:30 P.M. CNN -- 11 A.M. to 4 P.M. FOX -- 11 A.M. to around 1:30 P.M. MSNBC -- 2 P.M. to 4 P.M. CNBC -- Beginning at 12 noon C-SPAN -- 8 P.M. to 2 A.M. (All times are Eastern)	[[0.614,0.33,0.042,0.003,0.011]]	[0.614,0.33,0.042,0.003,0.011]	very negative
5424	As she was sworn in last week as the first openly gay member of the New York State Legislature, Deborah J. Glick raised her right hand and placed her left hand on a dogeared copy of her bible -- the 1970 feminist anthology "Sisterhood Is Powerful."	[[0.107,0.604,0.246,0.033,0.01]]	[0.107,0.604,0.246,0.033,0.01]	negative
5425	Block Party June 24 -- A block party at 6:30 P.M. on West 13th Street, between Greenwich and Seventh Avenues in Greenwich Village, with entertainment, food and an auction, will benefit the Lesbian and Gay Community Services Center, 208 West 13th Street.	[[0.248,0.609,0.12,0.012,0.011]]	[0.248,0.609,0.12,0.012,0.011]	negative
5426	LEAD: Raul A. Campanioni, a stockbroker who ran a firm that served gay clients and donated heavily to gay causes, died on Friday at St. Vincent's Hospital.	[[0.246,0.516,0.214,0.014,0.01]]	[0.246,0.516,0.214,0.014,0.01]	negative
5427	The two men, both Democrats, represent adjacent districts in lower Manhattan and are the city's first and only openly gay Council members.	[[0.115,0.454,0.254,0.13,0.046]]	[0.115,0.454,0.254,0.13,0.046]	negative
5428	LEAD: An article on March 27 described a conflict among homosexuals over the practice of unmasking prominent people who are said to be secretly gay.	[[0.15,0.588,0.224,0.025,0.013]]	[0.15,0.588,0.224,0.025,0.013]	negative
5429	But a funny thing happened, one that violated the unwritten protocol for such manufactured events: James Larocca, a candidate for governor, publicly challenged Betsy McCaughey Ross, another gubernatorial candidate, on her gay-rights credentials.	[[0.369,0.497,0.088,0.016,0.03]]	[0.369,0.497,0.088,0.016,0.03]	negative
5430	Upstairs, in a crowded hall, Urvashi Vaid, executive director of the National Gay and Lesbian Task Force, warns of a new wave of anti-gay violence around the country.	[[0.226,0.539,0.208,0.016,0.011]]	[0.226,0.539,0.208,0.016,0.011]	negative
5431	Still, the confluence of three huge events -- World Cup soccer matches, the Olympic-style Gay Games and the 25th-anniversary commemoration of the Stonewall gay-rights uprising -- is stunning, even by New York standards.	[[0.039,0.061,0.023,0.515,0.361]]	[0.039,0.061,0.023,0.515,0.361]	positive
5432	Jim was active from 1991 with Front Runners New York, among the largest gay & lesbian athletic groups in the nation.	[[0.151,0.664,0.144,0.029,0.012]]	[0.151,0.664,0.144,0.029,0.012]	negative
5433	I also founded a support group for gay, lesbian, bisexual and transgendered teen-agers and young adults.	[[0.198,0.655,0.111,0.024,0.011]]	[0.198,0.655,0.111,0.024,0.011]	negative
5434	As the Pentagon puts the finishing touches on regulations to carry out President Clinton's policy on homosexuals in the military, the transition from the former policy has caused divisions over legal strategies within the Administration and created new problems for gay troops.	[[0.132,0.571,0.254,0.031,0.012]]	[0.132,0.571,0.254,0.031,0.012]	negative
5435	The 6-to-1 decision was the first by the highest court of any of the states -- where the battle over anti-gay-rights measures has been fought out to the virtual exclusion of the Federal judiciary -- holding that the denial of certain rights to homosexuals is unconstitutional.	[[0.095,0.579,0.252,0.058,0.015]]	[0.095,0.579,0.252,0.058,0.015]	negative
5436	Last year, a lesbian and a gay man, Hattie Mae Cohens and Brian Mock, burned to death in Salem, Ore., after a Molotov cocktail was tossed into the apartment they shared.	[[0.189,0.667,0.133,0.008,0.003]]	[0.189,0.667,0.133,0.008,0.003]	negative
5437	Earlier this year, the councilwoman, Tina Podlodowski, and her partner, Chelle Mileur, vice president for business development for PlanetOut, a gay and lesbian on-line service, donated $6,000 to a local foundation to distribute children's books about gay families.	[[0.416,0.432,0.135,0.009,0.008]]	[0.416,0.432,0.135,0.009,0.008]	negative
5438	Not even Addison DeWitt, the critic in "All About Eve," could have foreseen a season like that of 1992-93 in which two hits (one of them starring an extant sensation of the 1950's, Chita Rivera) offer uncloseted gay protagonists and onstage scenes of simulated defecation.	[[0.343,0.556,0.087,0.007,0.008]]	[0.343,0.556,0.087,0.007,0.008]	negative
5439	One plan would allow gay troops to declare their homosexuality, though quietly; the other approach most likely would not, although this version is still being refined, a senior Pentagon official said.	[[0.233,0.576,0.16,0.018,0.013]]	[0.233,0.576,0.16,0.018,0.013]	negative
5440	He helped found the Gay Men's Health Crisis in 1981, only to split with it later when he found it too timid for his taste.	[[0.125,0.616,0.18,0.06,0.019]]	[0.125,0.616,0.18,0.06,0.019]	negative
5441	Of the two, it was the gay man who said he was the one most surprised.	[[0.044,0.387,0.394,0.158,0.018]]	[0.044,0.387,0.394,0.158,0.018]	neutral
5442	So it is no surprise that lawyers for six gay service members told a Federal court in Brooklyn last week that the rules continue discrimination and accommodate the fears and prejudices of heterosexual troops.	[[0.212,0.647,0.121,0.013,0.007]]	[0.212,0.647,0.121,0.013,0.007]	negative
5443	While Marky Mark's manager, Dick Scott, and the two groups have not come to terms on who will pay for the ads, a spokeswoman for the Gay and Lesbian Alliance, said it hoped for video advertisements of the type that could be shown on MTV.	[[0.088,0.654,0.215,0.035,0.008]]	[0.088,0.654,0.215,0.035,0.008]	negative
5444	The Vermont Supreme Court unanimously ruled today that the state must guarantee the very same protections and benefits to gay and lesbian couples that it does to heterosexual spouses.	[[0.128,0.6,0.199,0.052,0.021]]	[0.128,0.6,0.199,0.052,0.021]	negative
5445	Denis Taska leaned over the horseshoe bar in the Magic Touch in Jackson Heights yesterday afternoon and with the bartender, Tom Grimaldi, rattled off the names of men they knew who had been beaten for no other reason than that they were gay.	[[0.27,0.608,0.104,0.009,0.009]]	[0.27,0.608,0.104,0.009,0.009]	negative
5446	But Captain Sicilia, commander of the Police Department's bias unit, emphasized that the incident did not appear to be a ''gay-bashing'' attack.	[[0.262,0.653,0.045,0.02,0.019]]	[0.262,0.653,0.045,0.02,0.019]	negative
5447	Because of an editing error, an article yesterday about AIDS and homosexual issues misstated the political position of Urvashi Vaid, the executive director of the National Gay and Lesbian Task Force.	[[0.224,0.504,0.234,0.024,0.015]]	[0.224,0.504,0.234,0.024,0.015]	negative
5448	"The night after the election," he said, "I took everybody to the gay bar in Little Rock.	[[0.052,0.538,0.326,0.073,0.011]]	[0.052,0.538,0.326,0.073,0.011]	negative
5449	The ruling late last month by a San Francisco immigration judge, Philip Leadbetter, represented the first time that a homosexual had won asylum in the United States on the ground that homosexuals were a persecuted social group in the country of origin, said Julie Dorf, executive director of the International Gay and Lesbian Human Rights Commission, a private group in San Francisco.	[[0.21,0.642,0.121,0.015,0.012]]	[0.21,0.642,0.121,0.015,0.012]	negative
5450	The Police Commissioner, Raymond W. Kelly, the highest ranking Irish American in the Dinkins administration, awarded the permit last evening to the St. Patrick's Day Parade Committee, a group formed by liberal Irish-American allies of Mayor David N. Dinkins who have pledged to let gay people and other political groups participate.	[[0.017,0.029,0.026,0.631,0.298]]	[0.017,0.029,0.026,0.631,0.298]	positive
5451	With the Legislature set to reconvene Sept. 19 after its summer break, Gina Reiss, president of the New Jersey Lesbian and Gay Coalition, said the group wanted to remind lawmakers to ''uphold the Constitution, not the Bible.''	[[0.243,0.56,0.178,0.012,0.008]]	[0.243,0.56,0.178,0.012,0.008]	negative
5452	Defense Secretary Les Aspin will recommend to President Clinton that homosexuals be allowed to serve in the military as long as they do not make public or private declarations of their sexual orientation, gay-rights advocates said they were told today by senior Pentagon officials.	[[0.364,0.479,0.108,0.018,0.03]]	[0.364,0.479,0.108,0.018,0.03]	negative
5453	Last week, not even three months after that euphoric night and just days after gay celebrations at the Clinton inaugural, reality hit home.	[[0.082,0.668,0.212,0.032,0.007]]	[0.082,0.668,0.212,0.032,0.007]	negative
5454	This year's festival -- at Cinestudio on the Trinity College campus and sponsored by Alternatives, a gay and lesbian cultural organization -- does not feature movies with big-name actors or glossy production values.	[[0.132,0.664,0.174,0.021,0.009]]	[0.132,0.664,0.174,0.021,0.009]	negative
5455	To the Editor: Thank you for "Teaching About Gays and Tolerance" (editorial, Sept. 27).	[[0.147,0.641,0.173,0.028,0.012]]	[0.147,0.641,0.173,0.028,0.012]	negative
5456	That's one reason "Sex Is . . .," Marc Huestis's documentary film about gay sex, is so welcome.	[[0.015,0.034,0.052,0.705,0.193]]	[0.015,0.034,0.052,0.705,0.193]	positive
5457	A man who shot and killed two people and wounded six others outside a Greenwich Village gay bar in 1980 is seeking to be released from the maximum security hospital where he has been held for the last 14 years.	[[0.065,0.412,0.344,0.151,0.028]]	[0.065,0.412,0.344,0.151,0.028]	negative
5458	WAS Goethe gay?	[[0.027,0.381,0.547,0.039,0.006]]	[0.027,0.381,0.547,0.039,0.006]	neutral
5459	The President once hoped to lift the ban on gay soldiers, thus liberating gay men and lesbians who have served their country well from fear of discovery and expulsion.	[[0.072,0.563,0.317,0.038,0.01]]	[0.072,0.563,0.317,0.038,0.01]	negative
5460	The priest, the Rev. Robert Nugent of Maryland, had worked for nearly three decades with Sister Jeannine Gramick, also of Maryland, in reaching out to gay Catholics.	[[0.251,0.558,0.14,0.026,0.025]]	[0.251,0.558,0.14,0.026,0.025]	negative
5461	Three New Jersey men driving in Greenwich Village early yesterday jumped from their car and hit two men with golf clubs while shouting anti-gay remarks, the police said.	[[0.085,0.557,0.299,0.046,0.013]]	[0.085,0.557,0.299,0.046,0.013]	negative
5462	The guide is an adaptation of the city's official visitor's guide, with an insert added to provide information on hotels and attractions of particular interest to gay people.	[[0.216,0.491,0.111,0.109,0.074]]	[0.216,0.491,0.111,0.109,0.074]	negative
5463	Ross Perot's computer services company has revoked health coverage for partners of newly hired gay employees.	[[0.143,0.634,0.197,0.017,0.009]]	[0.143,0.634,0.197,0.017,0.009]	negative
5464	The group that won the permit to run this year's St. Patrick's Day parade invited the event's traditional participants yesterday to join in and said it would ask John Cardinal O'Connor to help head off a possible boycott over the inclusion of a gay Irish group.	[[0.107,0.433,0.216,0.181,0.062]]	[0.107,0.433,0.216,0.181,0.062]	negative
5465	These include the plight of a woman whose every man is gay, homosexuality on the range, the homophobia of the Christian right, lesbian love, New York City's annual Gay Pride Parade, the yearning for true love and the torment of a young man desperate to tell his religious father, his alcoholic mother and his alienated, suspicious sister that he is gay.	[[0.144,0.548,0.198,0.078,0.032]]	[0.144,0.548,0.198,0.078,0.032]	negative
5466	An hour after the meeting, the gay leader, Mel White, was released from jail and the network dropped the charge.	[[0.099,0.656,0.214,0.024,0.007]]	[0.099,0.656,0.214,0.024,0.007]	negative
5467	A jury in State Supreme Court in Queens delivered the verdicts after a three-week trial in which the two defendants were accused of taking part in what the prosecutors called a savage "gay bashing" spree.	[[0.161,0.653,0.156,0.019,0.011]]	[0.161,0.653,0.156,0.019,0.011]	negative
5468	All I could think was, what did gay activists expect?	[[0.024,0.307,0.565,0.096,0.008]]	[0.024,0.307,0.565,0.096,0.008]	neutral
