id	context	predictions	aggregatedPredictions	category
1043	To the Editor: Re ''Homosexual Foster Parent Sets Off a Debate in Texas'' (news article, Nov. 30): Because most child welfare professionals get little if any training on how to respond to gay and lesbian children, youths and families, most operate from their own personal biases and ignorance.	[[0.184,0.626,0.175,0.008,0.006]]	[0.184,0.626,0.175,0.008,0.006]	negative
1044	They wanted him to explain comments he has made saying he would not appoint homosexuals to his cabinet and would not lift the military's ban on homosexual soldiers.	[[0.061,0.531,0.381,0.021,0.006]]	[0.061,0.531,0.381,0.021,0.006]	negative
1045	Robert Mugabe, the President of Zimbabwe, has long had a distaste for homosexuality.	[[0.192,0.569,0.156,0.05,0.034]]	[0.192,0.569,0.156,0.05,0.034]	negative
1046	"We believe this is as true for homosexual relationships as for heterosexual relationships and that such relationships need and should receive the pastoral care of the church," the document adds, without going into details.	[[0.022,0.072,0.119,0.661,0.127]]	[0.022,0.072,0.119,0.661,0.127]	positive
1047	Congress, rather than Bill Clinton, may have to resolve the question of homosexuals in the military.	[[0.2,0.56,0.128,0.066,0.047]]	[0.2,0.56,0.128,0.066,0.047]	negative
1048	WHEN PBS DECIDED NOT TO SIGN ON for the sequel to ''Tales of the City,'' an account of homosexual, bisexual and heterosexual love in 1970's San Francisco, a lot of people believed it had given in to protests against the subject matter.	[[0.264,0.532,0.177,0.016,0.011]]	[0.264,0.532,0.177,0.016,0.011]	negative
1049	"Lock Up: The Prisoners of Rikers Island" (tonight at 10:15 on HBO), a 75-minute distillation of months of filming, ventures onto racial or ethnic turfs (black inmates here, Hispanic inmates there, voluntarily segregated to avoid incidents of perceived disrespect); a nook for homosexual prisoners, one of whom displays his wardrobe of nifty outfits ("My little Gap suit with my matching hat"); the ward where pregnant women await their babies, and the area for "disorganized and paranoid prisoners" (including a man who explains volubly that he is a K.G.B. agent with vital information to impart).	[[0.246,0.587,0.142,0.018,0.008]]	[0.246,0.587,0.142,0.018,0.008]	negative
1050	Stephen Rzewuski and his companion, whom he did not want identified, charged that the board of 165 Duane Street, at Hudson Street, had prevented Mr. Rzewuski from co-owning his companion's co-op shares because they are unmarried and homosexual.	[[0.237,0.596,0.133,0.018,0.016]]	[0.237,0.596,0.133,0.018,0.016]	negative
1051	Despite the prevailing sympathy, however, evidenced in the heavy coverage given to AIDS, the pictures commonly used to enliven stories about homosexual issues seem to have been chosen to stir the anxieties and antipathies of many viewers.	[[0.191,0.527,0.252,0.021,0.009]]	[0.191,0.527,0.252,0.021,0.009]	negative
1052	To the Editor: In "Gays in the Military: Cancel Reagan's Ban" (Op-Ed, Jan. 14), James T. Bush appears to draw a distinction between declaring one's homosexuality and engaging in homosexual acts.	[[0.192,0.626,0.159,0.014,0.009]]	[0.192,0.626,0.159,0.014,0.009]	negative
1053	A former Army sergeant, drafted in 1967 despite his avowed homosexuality, won a Supreme Court victory today when the Justices let stand a lower court ruling that the Army must allow him to re-enlist.	[[0.362,0.482,0.101,0.025,0.03]]	[0.362,0.482,0.101,0.025,0.03]	negative
1054	To the Editor: Strike up a victory for common sense with the Supreme Court's decision striking down Colorado's Amendment 2, which would have nullified civil rights protections for homosexuals (front page, May 21).	[[0.21,0.642,0.129,0.01,0.01]]	[0.21,0.642,0.129,0.01,0.01]	negative
1055	But in a reflection of deep divisions among Episcopalians over sexual issues, the bishops reduced the document's status from a "pastoral teaching" to a "study document" and appended a statement by conservative bishops that calls for chastity outside marriage and says the church cannot condone homosexuality.	[[0.131,0.682,0.165,0.016,0.006]]	[0.131,0.682,0.165,0.016,0.006]	negative
1056	What's a gay person to do here in Colorado Springs, painted as a hotbed of homophobia after it gave birth to a ballot initiative curbing homosexual rights?	[[0.097,0.501,0.379,0.017,0.007]]	[0.097,0.501,0.379,0.017,0.007]	negative
1057	In a ruling that appeared to reopen challenges to the legality of the armed services' 48-year-old ban on homosexuals, the three-member panel of the United States Court of Appeals for the Ninth Circuit said in a unanimous ruling that past rulings upholding the ban were based, at least in part, on acceptance of the prejudice of others.	[[0.197,0.591,0.185,0.017,0.01]]	[0.197,0.591,0.185,0.017,0.01]	negative
1058	The clash recalled the Stonewall uprising, the brawl between homosexuals and policemen outside a Greenwich Village bar that launched the gay rights movement in 1969.	[[0.164,0.687,0.134,0.009,0.006]]	[0.164,0.687,0.134,0.009,0.006]	negative
1059	As a former teacher at Brookfield High School, I have closely followed the four-year-old libel lawsuit of another teacher, Veronica Berrill, against the couple who accused her of being a homosexual recruiter.	[[0.161,0.61,0.197,0.023,0.009]]	[0.161,0.61,0.197,0.023,0.009]	negative
1060	To the Editor: In his review of William N. Eskridge Jr.'s book ''The Case for Same-Sex Marriage: From Sexual Liberty to Civilized Commitment'' (Sept. 8), Neil A. Lewis writes, ''Mr. Eskridge starts with a premise that is obvious to all but some homosexual advocates: Gay men tend to be (gasp!)	[[0.065,0.533,0.351,0.043,0.008]]	[0.065,0.533,0.351,0.043,0.008]	negative
1061	Smith, his Washington Redskins' teammate and close friend, never acknowledged his homosexuality outside of gay bars.	[[0.075,0.381,0.36,0.148,0.035]]	[0.075,0.381,0.36,0.148,0.035]	negative
1062	"Ferry was guilty of wrongdoing by refusing to refrain from continuing a homosexual relationship," Bishop Terence Finlay ruled on Friday.	[[0.124,0.692,0.147,0.027,0.01]]	[0.124,0.692,0.147,0.027,0.01]	negative
1063	Mr. Schwarz's further comment that the word homosexual does not appear in my book, while true, is misleading.	[[0.141,0.557,0.212,0.068,0.023]]	[0.141,0.557,0.212,0.068,0.023]	negative
1064	"I knew homosexuals existed somewhere out there," he said, "but certainly not around here."	[[0.099,0.619,0.19,0.075,0.017]]	[0.099,0.619,0.19,0.075,0.017]	negative
1065	Gay-rights advocates, senior military officers and even some Republicans expressed surprise today at Speaker Newt Gingrich's assertion that Congress would seek to undo a two-year-old compromise policy on homosexuals in the military.	[[0.432,0.476,0.059,0.012,0.022]]	[0.432,0.476,0.059,0.012,0.022]	negative
1066	Navy officials this week found Mr. McVeigh guilty of violating the ''don't ask, don't tell'' policy, which allowed homosexual men and women to serve in the military if they kept their sexual orientation to themselves.	[[0.104,0.578,0.255,0.045,0.017]]	[0.104,0.578,0.255,0.045,0.017]	negative
1067	In a letter to the Partnership, the gay and lesbian organization, known as Glaad, urged the spots be withdrawn for suggesting that "if there is one thing worse than being an addict, it's being a homosexual."	[[0.159,0.675,0.15,0.011,0.005]]	[0.159,0.675,0.15,0.011,0.005]	negative
1068	Seeking to focus political pressure on a handful of Republican state senators from Long Island, two gay-rights groups have begun a $75,000 advertising campaign promoting legislation that would extend civil rights protection to homosexuals.	[[0.194,0.599,0.177,0.018,0.013]]	[0.194,0.599,0.177,0.018,0.013]	negative
1069	Following are excerpts from the New York State Court of Appeals decision today holding that a couple, homosexual or heterosexual, does not have to be married to adopt a child together.	[[0.184,0.562,0.214,0.025,0.015]]	[0.184,0.562,0.214,0.025,0.015]	negative
1070	LEAD: After an extraordinary public hearing, thought to be the first by a church on the issue of ordaining homosexuals, the Evangelical Lutheran Church in America suspended two congregations today for ordaining an openly gay man and two lesbians.	[[0.028,0.109,0.288,0.472,0.103]]	[0.028,0.109,0.288,0.472,0.103]	positive
1071	Under continuing pressure from homosexual political activist groups, the campaign of undeclared Presidential candidate Ross Perot today made it clear that Mr. Perot, as President, would unequivocally favor an end to the Government policy that bars homosexuals from serving in the United States military.	[[0.123,0.607,0.253,0.011,0.005]]	[0.123,0.607,0.253,0.011,0.005]	negative
1072	To the Editor: The chairman of a conservative New York City group calling itself the Family Defense Council has been quoted as saying that the widespread coverage of the Gay Games will give children the impression that "being a homosexual is normal."	[[0.137,0.673,0.178,0.008,0.005]]	[0.137,0.673,0.178,0.008,0.005]	negative
1073	Gay Rights Fight, Again St. Paul voters will consider repealing a homosexual rights law, making the city the latest battleground in the long fight over such laws.	[[0.291,0.604,0.1,0.002,0.003]]	[0.291,0.604,0.1,0.002,0.003]	negative
1074	Describing homosexuality as "a basic human disorder," the Roman Catholic Bishop of Brooklyn and Queens said in a taped television interview yesterday that public school educators who promoted the teaching of gay and lesbian conduct as legitimate alternative life styles were failing to provide "moral leadership."	[[0.118,0.543,0.285,0.041,0.014]]	[0.118,0.543,0.285,0.041,0.014]	negative
1075	The civilian board that oversees the Los Angeles Police Department ordered Chief Daryl F. Gates today to allow two homosexual officers to appear in uniform as they recruit prospective officers at a gay community event this weekend.	[[0.171,0.647,0.149,0.021,0.012]]	[0.171,0.647,0.149,0.021,0.012]	negative
1076	A high school student council has approved a measure that would bar homosexual students from serving in school government, but the principal says it is unlikely that the rule will ever take effect.	[[0.106,0.571,0.276,0.035,0.012]]	[0.106,0.571,0.276,0.035,0.012]	negative
1077	Jeffrey Wright, as the homosexual nurse who cares for the dying, homophobic, homosexual lawyer Roy M. Cohn, succeeded Mr. Spinella as best featured actor.	[[0.087,0.123,0.169,0.383,0.238]]	[0.087,0.123,0.169,0.383,0.238]	positive
1078	Government lawyers insisted that their decision in the case of Petty Officer Keith Meinhold was not intended to convey the message that the military must admit homosexuals.	[[0.16,0.563,0.194,0.055,0.027]]	[0.16,0.563,0.194,0.055,0.027]	negative
1079	Six weeks after Mayor David N. Dinkins signed an executive order enabling heterosexual and homosexual couples to register as unmarried "domestic partners" and receive some of the rights of married couples, the City Clerk's office yesterday began conducting the registration.	[[0.137,0.604,0.228,0.022,0.009]]	[0.137,0.604,0.228,0.022,0.009]	negative
1080	The decision angered some homosexuals who had expected Mr. Clinton to make an appearance via audio hook-up or television satellite.	[[0.047,0.349,0.514,0.076,0.013]]	[0.047,0.349,0.514,0.076,0.013]	neutral
1081	With a beginning like that and an ending that litters the screen with enough corpses to rival curtain time at ''Hamlet,'' this film proves that a plot built on blood, betrayal and the gimmick of a homosexual love affair between an undercover police officer and a gangster offers no antidote to dull writing and implausible action.	[[0.304,0.449,0.211,0.023,0.012]]	[0.304,0.449,0.211,0.023,0.012]	negative
1082	Dr. Hooker, who spent 30 years teaching at the University of California at Los Angeles, began studying homosexual men in the late 1940's, a period in which they were considered maladjusted -- at best -- and generally ignored or anathematized by the medical and mental health professions.	[[0.268,0.591,0.115,0.012,0.013]]	[0.268,0.591,0.115,0.012,0.013]	negative
1083	Moffet Field Naval Air Station here was a sullen, jittery place today, its officers, enlisted men and even civilian employees instructed to keep their opinions silent on Keith Meinhold, the petty officer stationed here who is at the center of the nation's debate about homosexuals in the military.	[[0.389,0.463,0.117,0.016,0.015]]	[0.389,0.463,0.117,0.016,0.015]	negative
1084	But over the next year and a half, the case known as Bowers v. Hardwick became a high-stakes poker game among the Justices, as conservatives and liberals on the Court struggled behind the scenes to make it a definitive constitutional statement on homosexual rights.	[[0.237,0.553,0.19,0.013,0.007]]	[0.237,0.553,0.19,0.013,0.007]	negative
1085	Worse, access to classified information could be automatically denied if an applicant was a homosexual or was receiving mental health counseling.	[[0.064,0.435,0.442,0.045,0.014]]	[0.064,0.435,0.442,0.045,0.014]	neutral
1086	Hate crimes against homosexuals increased 16 percent last year, but the severity of the crimes decreased, according to a report released yesterday by the New York City Gay and Lesbian Anti-Violence Project.	[[0.489,0.409,0.085,0.005,0.013]]	[0.489,0.409,0.085,0.005,0.013]	very negative
1087	The sailor, Airman Apprentice Terry M. Helvey, 20, said he was seeking a civilian lawyer for his criminal trial, which appears likely to drag out many of the stereotypes and arguments against permitting homosexuals in the military.	[[0.392,0.435,0.122,0.022,0.029]]	[0.392,0.435,0.122,0.022,0.029]	negative
1088	Beneath this uneasy coalition, however, has been the lingering resentment of those who cannot help blaming the homosexuals and drug users they hold responsible for incubating the disease.	[[0.145,0.58,0.26,0.01,0.005]]	[0.145,0.58,0.26,0.01,0.005]	negative
1089	The woman, Martha Ellen Brennan, 48, said the executive stage director for the opera, David Kneuss, was prejudiced against heterosexuals and people over 40, while he favored younger homosexual men and women.	[[0.168,0.537,0.194,0.068,0.033]]	[0.168,0.537,0.194,0.068,0.033]	negative
1090	President Clinton would find it "very difficult" to accept a proposal by the Joint Chiefs of Staff for a policy on gay men and lesbians in the armed forces that would label homosexuality as "incompatible with military service," a senior White House official said today.	[[0.197,0.549,0.207,0.03,0.016]]	[0.197,0.549,0.207,0.03,0.016]	negative
1091	But leaders of gay groups and homosexuals who have served in the armed forces are casting the directive issued Monday as an overwhelming defeat, a disheartening capitulation by President Clinton and a painful rebuke over an issue that some said they never expected or wanted to become an important rallying cry.	[[0.291,0.602,0.09,0.009,0.007]]	[0.291,0.602,0.09,0.009,0.007]	negative
1092	Strauss in his younger years strove in his music to embrace everything, and the stirring of homosexual consciousness in pre-World War I Germany was not lost on him.	[[0.057,0.1,0.056,0.464,0.323]]	[0.057,0.1,0.056,0.464,0.323]	positive
1093	In a striking example of the emotional politics surrounding homosexual issues, Cobb County in suburban Atlanta has passed a resolution condemning homosexuality and is considering another that would require county-financed arts groups to meet "community, family-oriented standards."	[[0.074,0.694,0.192,0.034,0.006]]	[0.074,0.694,0.192,0.034,0.006]	negative
1094	Gay Lives Homosexual Autobiography From John Addington Symonds to Paul Monette.	[[0.043,0.341,0.544,0.062,0.009]]	[0.043,0.341,0.544,0.062,0.009]	neutral
1095	It could foreshadow trouble as Mr. Clinton moves beyond economic issues to pursue his social agenda, which includes support for actions long advocated by homosexual-rights groups.	[[0.13,0.593,0.246,0.023,0.008]]	[0.13,0.593,0.246,0.023,0.008]	negative
1096	After two years of court rulings that allowed him to continue his service in the Navy despite publicly acknowledging his homosexuality, Lieut. Richard Selland was becoming accustomed to victory.	[[0.263,0.511,0.182,0.027,0.016]]	[0.263,0.511,0.182,0.027,0.016]	negative
1097	A Federal appeals court today reinstated a lesbian's lawsuit over her discharge from the Army Reserve, declaring that social prejudice against homosexuals was no justification for the military's policy against homosexuals.	[[0.18,0.448,0.17,0.153,0.049]]	[0.18,0.448,0.17,0.153,0.049]	negative
1098	Hate Crime Statistics: Vote on an amendment to the Hate Crime Statistics Act that declared that ''the homosexual movement threatens the strength and the survival of the American family as the basic unit of society.''	[[0.218,0.747,0.025,0.004,0.005]]	[0.218,0.747,0.025,0.004,0.005]	negative
1099	Homosexuality is grounds for dismissal from the uniformed military services.	[[0.061,0.332,0.383,0.183,0.042]]	[0.061,0.332,0.383,0.183,0.042]	neutral
1100	But he has been somewhat surprised to learn how many people also profess to hate homosexuals.	[[0.143,0.647,0.18,0.021,0.009]]	[0.143,0.647,0.18,0.021,0.009]	negative
1101	With more lesbians and gay men willing to tell their stories publicly, international monitoring groups have begun building case-by-case arguments for protecting homosexuals from human rights violations and press censorship.	[[0.063,0.52,0.332,0.071,0.014]]	[0.063,0.52,0.332,0.071,0.014]	negative
1102	At that time, the application I had to complete asked if I had ''homosexual tendencies.''	[[0.086,0.645,0.228,0.032,0.008]]	[0.086,0.645,0.228,0.032,0.008]	negative
1103	Mr. Fox said he was ordained in 1981 by Michael Peers, now the Anglican Primate of Canada, after telling Bishop Peers that he was a homosexual.	[[0.1,0.574,0.275,0.04,0.011]]	[0.1,0.574,0.275,0.04,0.011]	negative
1104	Wolfe tells us that the suburbs are populated by people who can't even get to ''tolerance'' of homosexuality, let alone to understanding.	[[0.044,0.273,0.573,0.094,0.018]]	[0.044,0.273,0.573,0.094,0.018]	neutral
1105	For the British director Deborah Warner, however, stage effeminacy today automatically suggests homosexuality.	[[0.067,0.675,0.203,0.048,0.008]]	[0.067,0.675,0.203,0.048,0.008]	negative
1106	Foster children in Nebraska can no longer be placed in the homes of people who identify themselves as homosexuals or in homes where unrelated, unmarried adults live together, the State Director of Social Services has announced.	[[0.157,0.608,0.181,0.038,0.018]]	[0.157,0.608,0.181,0.038,0.018]	negative
1107	In this case the lucky individuals included two homosexual New Yorkers who had somehow escaped infection with the AIDS virus despite repeated, unprotected sex with companions who died from the disease.	[[0.085,0.57,0.235,0.094,0.016]]	[0.085,0.57,0.235,0.094,0.016]	negative
1108	This time it is a seedy drug rehabilitation clinic in lower Manhattan in which two roommates, a heroin-addicted punk-rocker named J. J. (Gil Bellows) and an older homosexual addict and former high school teacher (Charles Cragin), play savage mind games of humiliation and self-loathing.	[[0.233,0.565,0.182,0.015,0.006]]	[0.233,0.565,0.182,0.015,0.006]	negative
1109	For instance, after referring to homosexuals as "lollipops," Mr. Migliaro, a Republican, was formally reprimanded by his colleagues in the state House of Representatives.	[[0.085,0.7,0.203,0.009,0.003]]	[0.085,0.7,0.203,0.009,0.003]	negative
1110	Two weeks ago, Vermont became the first state to do so when it agreed to extend health and dental insurance to unmarried homosexual and heterosexual partners.	[[0.08,0.714,0.172,0.028,0.006]]	[0.08,0.714,0.172,0.028,0.006]	negative
1111	All-America Billy Bean burst into his 20's consumed by two driving dreams: to play center field in the major leagues and to deny his homosexuality.	[[0.18,0.677,0.128,0.009,0.006]]	[0.18,0.677,0.128,0.009,0.006]	negative
1112	That action came after the 150-year-old Merriam-Webster company and American Online Inc. temporarily removed an on-line thesaurus on Friday that contained a word list for ''homosexual'' that included references to ''faggot,'' ''fruit'' and ''pederast.''	[[0.046,0.434,0.479,0.036,0.005]]	[0.046,0.434,0.479,0.036,0.005]	neutral
1113	To call it "homosexual" rape gratuitously insults homosexuals and misleads the public about a horrifying practice for more than 300,000 men and boys a year.	[[0.239,0.672,0.074,0.008,0.008]]	[0.239,0.672,0.074,0.008,0.008]	negative
1114	Around the fast-food restaurants, pawnshops and convenience stores near this military community, soldiers said today that President Clinton's decision to lift the ban on homosexuals in the military would change little in their lives -- and that suited most of them just fine.	[[0.259,0.57,0.147,0.012,0.012]]	[0.259,0.57,0.147,0.012,0.012]	negative
1115	LEAD: ''Macho Dancer'' wants to be a sexy homosexual film and to comment about social conditions in the Philippines at the same time.	[[0.075,0.35,0.298,0.217,0.06]]	[0.075,0.35,0.298,0.217,0.06]	negative
1116	''Anatomy of Desire'' is an attack on scientific, medical and mental health establishments in the United States and elsewhere that treat homosexuality as a disease.	[[0.198,0.701,0.083,0.011,0.007]]	[0.198,0.701,0.083,0.011,0.007]	negative
1117	To the Editor: Oh no, not another earnest-faced scientist trying to explain to us what "causes" homosexuality.	[[0.142,0.602,0.23,0.02,0.006]]	[0.142,0.602,0.23,0.02,0.006]	negative
1118	Testimony in a murder case gay-rights groups have called the "gay Howard Beach trial" began yesterday with a friend's description of the dying moments of a gay man beaten with a hammer and stabbed to death after what prosecutors say was a hunt by three men for a homosexual to kill.	[[0.087,0.57,0.282,0.047,0.014]]	[0.087,0.57,0.282,0.047,0.014]	negative
1119	David is a homosexual.	[[0.001,0.011,0.936,0.05,0.002]]	[0.001,0.011,0.936,0.05,0.002]	neutral
1120	And some old attitudes remain unchanged by the the case of Mr. Shepard, who is believed to have been attacked in part because of his homosexuality.	[[0.101,0.722,0.137,0.032,0.008]]	[0.101,0.722,0.137,0.032,0.008]	negative
1121	Then, on Friday, officials invited homosexual leaders to the White House to reassure them.	[[0.049,0.389,0.542,0.015,0.005]]	[0.049,0.389,0.542,0.015,0.005]	neutral
1122	But Mr. Clinton's new policy will bar military officials from asking recruits if they are homosexual, White House officials said.	[[0.037,0.264,0.383,0.289,0.027]]	[0.037,0.264,0.383,0.289,0.027]	neutral
1123	While refusing to make a flat commitment that a President Perot would order the reversal of the current Department of Defense policy barring homosexuals from service in the armed forces, Perot campaign officials clearly indicated that Mr. Perot intended to see that this occurred if he is elected President.	[[0.167,0.6,0.199,0.025,0.009]]	[0.167,0.6,0.199,0.025,0.009]	negative
1124	A contentious bill giving unmarried heterosexual and homosexual couples new legal rights was adopted today by the French National Assembly, or lower house.	[[0.155,0.708,0.115,0.014,0.009]]	[0.155,0.708,0.115,0.014,0.009]	negative
1125	These two steps, along with a provision continuing field commanders' broad discretion to transfer gay service members during discharge proceedings, are the main results of an interim deal on the status of homosexuals as Congress and the Pentagon try to work out a permanent solution during the next six months.	[[0.223,0.63,0.125,0.011,0.011]]	[0.223,0.63,0.125,0.011,0.011]	negative
1126	In your article, Ross Perot says that he had never actually met a homosexual.	[[0.107,0.698,0.165,0.023,0.007]]	[0.107,0.698,0.165,0.023,0.007]	negative
1127	Not certain that they are welcome, not even sure they will be safe, black homosexuals are uneasily asking themselves whether they belong inside or outside the Million Man March in Washington.	[[0.175,0.623,0.182,0.012,0.009]]	[0.175,0.623,0.182,0.012,0.009]	negative
1128	The lawmakers narrowly rejected a move to reduce the age to 16, which would have put homosexual men legally on a par with heterosexuals and lesbians.	[[0.141,0.641,0.182,0.025,0.011]]	[0.141,0.641,0.182,0.025,0.011]	negative
1129	LEAD: The provost of the Massachusetts Institute of Technology has urged Secretary of Defense Dick Cheney to drop the military's policy barring homosexuals from the Reserve Officers Training Corps.	[[0.19,0.577,0.194,0.025,0.015]]	[0.19,0.577,0.194,0.025,0.015]	negative
1130	That is sometimes forgotten in the sea change that has occurred in the way most homosexuals live these days: more openly and with far more acceptance then even five years ago.	[[0.167,0.688,0.13,0.01,0.005]]	[0.167,0.688,0.13,0.01,0.005]	negative
1131	'Stolen Moments' Directed by Margaret Wescott Not rated; 92 minutes The gay liberation movement has produced a number of impressive documentaries remembering homosexual life before the Stonewall riots, which jump-started the movement in 1969.	[[0.313,0.591,0.077,0.009,0.01]]	[0.313,0.591,0.077,0.009,0.01]	negative
1132	Richard C. Failla, the first acknowledged homosexual elected to the New York State Supreme Court and a leader on gay rights and AIDS issues, died yesterday at St. Luke's-Roosevelt Hospital Center in Manhattan.	[[0.132,0.629,0.206,0.023,0.009]]	[0.132,0.629,0.206,0.023,0.009]	negative
1133	The Stamford Board of Representatives has approved a homosexual-rights ordinance prohibiting discrimination against municipal employees or applicants for city jobs because of sexual orientation.	[[0.269,0.586,0.12,0.013,0.012]]	[0.269,0.586,0.12,0.013,0.012]	negative
1134	"Linda," at the Ridiculous Theatrical Company, is a broadside against the Colorado state amendment that banned local laws protecting homosexuals from discrimination.	[[0.135,0.593,0.224,0.035,0.013]]	[0.135,0.593,0.224,0.035,0.013]	negative
1135	Mr. Molinari's own 67-year-old homosexual brother, no less, piped up to The Daily News: "It doesn't matter what orientation a person has if a person is qualified to do the job.	[[0.211,0.63,0.145,0.008,0.006]]	[0.211,0.63,0.145,0.008,0.006]	negative
1136	LEAD: Opponents of a Massachusetts law protecting homosexuals from discrimination cannot try to repeal it through a referendum, the state's Supreme Judicial Court has ruled.	[[0.259,0.595,0.123,0.012,0.011]]	[0.259,0.595,0.123,0.012,0.011]	negative
1137	A recent issue of a conservative campus magazine that was entirely devoted to the subject of homosexuality has stirred strong debate at Harvard University.	[[0.067,0.274,0.27,0.34,0.049]]	[0.067,0.274,0.27,0.34,0.049]	positive
1138	Angry voices rose above the twangy jukebox in a boot-stomping Wyoming bar, as young airmen railed against homosexuals with a fervor once reserved for Communists and other enemies of the American way.	[[0.26,0.563,0.096,0.044,0.038]]	[0.26,0.563,0.096,0.044,0.038]	negative
1139	The Rev. Steven Sabin is accused of violating the Evangelical Lutheran Church in America's policy that prohibits homosexual clergymen from engaging in homosexual acts.	[[0.206,0.627,0.107,0.037,0.023]]	[0.206,0.627,0.107,0.037,0.023]	negative
1140	In the early-morning darkness of July 2, a 29-year-old homosexual, Julio Rivera, was stabbed to death after being beaten on the head with a hammer in a Queens schoolyard.	[[0.199,0.666,0.115,0.014,0.007]]	[0.199,0.666,0.115,0.014,0.007]	negative
1141	The course, ''Genes, Jeans and Gender: Exploring the Interplay Between Gay and Straight Life,'' will meet for six evening sessions and will cover topics like biological and psychological theories of homosexuality and current research, legislation and politics, spirituality, families and social support, educational issues and societal response.	[[0.285,0.55,0.146,0.011,0.008]]	[0.285,0.55,0.146,0.011,0.008]	negative
1142	"I'm Jewish, homosexual, alcoholic, a communist -- and I'm a cripple!"	[[0.326,0.259,0.028,0.161,0.225]]	[0.326,0.259,0.028,0.161,0.225]	very negative
1143	When the Supreme Court first considered whether the Constitution should protect private homosexual acts, the Justices showed little interest.	[[0.102,0.658,0.211,0.021,0.008]]	[0.102,0.658,0.211,0.021,0.008]	negative
1144	That and other absurd accusations were based on the fact that Mrs. Berrill participated in the high school's safe zones program, which simply affirmed the equality and humanity of homosexual students and shielded them from threats or derision in her classroom.	[[0.203,0.563,0.183,0.037,0.014]]	[0.203,0.563,0.183,0.037,0.014]	negative
1145	In particular, the congregation said Father Nugent and Sister Gramick had not emphasized the church's position that homosexual acts are ''intrinsically disordered'' and evil.	[[0.057,0.599,0.302,0.037,0.005]]	[0.057,0.599,0.302,0.037,0.005]	negative
1146	Like John Hurt in ''Love and Death on Long Island'' (giving a similarly splendid performance, though in a narrower role), he works wonders with the character of a marvelously urbane English homosexual who becomes obsessed with an Adonis from a wildly different world.	[[0.01,0.017,0.06,0.531,0.381]]	[0.01,0.017,0.06,0.531,0.381]	positive
1147	British Muslims have issued an edict condemning the playwright Terence McNally to death for depicting Jesus Christ as a homosexual in his play ''Corpus Christi.''	[[0.067,0.476,0.425,0.024,0.007]]	[0.067,0.476,0.425,0.024,0.007]	negative
1148	Today, as Gay Pride Day is celebrated, there is still no consensus as to how many homosexuals there are in America.	[[0.119,0.551,0.267,0.045,0.018]]	[0.119,0.551,0.267,0.045,0.018]	negative
1149	Helms Is Widely Imitated "The national implication of this race is that the cultural and racial issues Helms raised, such as homosexuals teaching in the classroom and racial quotas, are powerful weapons for the Republican Party," said Mike Donilon, the poll taker for Mr. Gantt.	[[0.151,0.639,0.18,0.019,0.011]]	[0.151,0.639,0.18,0.019,0.011]	negative
1150	Overturning a decision by a district court judge, the United States Court of Appeals for the Sixth Circuit declared constitutional an anti-homosexual referendum voters passed in November 1993 by 62 percent to 38 percent, amending the Cincinnati City Charter.	[[0.267,0.571,0.142,0.01,0.01]]	[0.267,0.571,0.142,0.01,0.01]	negative
1151	Nearing formulation of a new policy toward gay men and lesbians in the military, Defense Secretary Les Aspin will give President Clinton later this week three proposals on how to phrase one thought, "Homosexuality is incompatible with military service," that is the crux of a contentious issue.	[[0.263,0.611,0.103,0.012,0.012]]	[0.263,0.611,0.103,0.012,0.012]	negative
1152	A delegation of City Council members from the Bronx yesterday criticized comments by the Rev. Ruben Diaz critical of homosexuals and said they did not intend to reappoint him to the Civilian Complaint Review Board when his term expires next year.	[[0.194,0.607,0.154,0.029,0.017]]	[0.194,0.607,0.154,0.029,0.017]	negative
1153	If elected eventually, he would be the first openly homosexual bishop of the 2.5 million-member Episcopal Church in America.	[[0.051,0.576,0.329,0.038,0.006]]	[0.051,0.576,0.329,0.038,0.006]	negative
1154	General Mundy puts this figure at 75 percent, with some probably not homosexual at all.	[[0.157,0.629,0.172,0.027,0.015]]	[0.157,0.629,0.172,0.027,0.015]	negative
1155	LEAD: This small town across the Ohio River from Cincinnati is hardly as seamy as Times Square, but it is the closest thing to it in an area that has nearly gone into convulsions over a photography exhibition that shows images of homosexual acts and nude children.	[[0.123,0.53,0.292,0.038,0.016]]	[0.123,0.53,0.292,0.038,0.016]	negative
1156	Like Christian churches in many parts of the world, the Anglican Church of Canada has struggled for years with the issue of homosexuality among its priests.	[[0.173,0.533,0.197,0.066,0.031]]	[0.173,0.533,0.197,0.066,0.031]	negative
1157	His aura of mystery dissipates, however, when she learns that her accomplished lover is on the lam from a wife and a job, and is carrying on a homosexual affair with the father of one of her students.	[[0.033,0.047,0.055,0.475,0.391]]	[0.033,0.047,0.055,0.475,0.391]	positive
1158	UNTIL 1942, no specific proviso barred homosexuals from serving in the military.	[[0.147,0.656,0.167,0.019,0.011]]	[0.147,0.656,0.167,0.019,0.011]	negative
1159	Blacks and homosexuals are accusing the police of brushing aside neighbors' complaints about Mr. Dahmer.	[[0.144,0.602,0.203,0.034,0.017]]	[0.144,0.602,0.203,0.034,0.017]	negative
1160	Packed tightly into a black leather jumpsuit and dancing as if a disco beat had taken hold of his soul, once a week he becomes an openly gay man in a society that has never had much use for openness or for homosexuality.	[[0.172,0.651,0.145,0.021,0.012]]	[0.172,0.651,0.145,0.021,0.012]	negative
