id	context	predictions	aggregatedPredictions	category
260	I was just one of many gay men at the A.B.A.	[[0.009,0.081,0.751,0.149,0.01]]	[0.009,0.081,0.751,0.149,0.01]	neutral
261	As it is, there is scarcely enough time for me to complete my gay square-dance course and board the gay wagon train that's ready to roll in the California desert.	[[0.138,0.603,0.218,0.032,0.008]]	[0.138,0.603,0.218,0.032,0.008]	negative
262	Later, members of the group associated with the gay rights organization Dignity marched across Fifth Avenue to the front of the church, where 23 were arrested for blocking the sidewalk.	[[0.155,0.565,0.234,0.031,0.015]]	[0.155,0.565,0.234,0.031,0.015]	negative
263	LEAD: A new study of gay men in Finland has found that some who became infected with the AIDS virus through sexual intercourse did not form antibodies for more than a year, far longer than most experts had expected.	[[0.087,0.402,0.319,0.149,0.042]]	[0.087,0.402,0.319,0.149,0.042]	negative
264	LEAD: By giving it a gay political spin, Daniel Curzon's comedy ''My Unknown Son,'' at the Kaufman Theater, feverishly attempts to find humor in the truism that the children you get may not be the children you dreamed of having.	[[0.056,0.318,0.416,0.173,0.037]]	[0.056,0.318,0.416,0.173,0.037]	neutral
265	And, he concludes, the Reagan Administration, public health officials, the communications media and the leadership of the gay community all share the blame.	[[0.119,0.711,0.086,0.067,0.016]]	[0.119,0.711,0.086,0.067,0.016]	negative
266	His letter criticized an earlier letter from an anonymous homosexual priest who wrote: ''If you are gay and having sexual relationships, do not delude yourself.	[[0.061,0.485,0.409,0.038,0.006]]	[0.061,0.485,0.409,0.038,0.006]	negative
267	One image that does not help to attract industry, he insists, is ''the Mayor celebrating her election victory in a gay bar.''	[[0.08,0.668,0.213,0.031,0.008]]	[0.08,0.668,0.213,0.031,0.008]	negative
268	Thereafter I introduce them to the work of Martha Vicinus, Peter Cominos, Wanda Neff, Elaine Showalter, Keith Thomas, Lawrence Stone and Peter Gay, among others.	[[0.203,0.508,0.208,0.052,0.029]]	[0.203,0.508,0.208,0.052,0.029]	negative
269	Carrying lavender balloons and chanting ''Gay Rights Now,'' they listened to speaker after speaker predict that the measure would pass.	[[0.128,0.617,0.179,0.055,0.022]]	[0.128,0.617,0.179,0.055,0.022]	negative
270	To the Editor: Once again New Yorkers have witnessed the shameful spectacle of elected officials refusing to enact a civil rights bill that would have protected the rights of lesbians and gay men (''A Panel Kills Bill That Aids Homosexuals,'' news article Nov. 24).	[[0.35,0.482,0.145,0.01,0.013]]	[0.35,0.482,0.145,0.01,0.013]	negative
271	To the Editor: David M. Wertheimer (letter Nov. 8), in commenting on the Holy See's recent Letter to the Bishops of the Catholic Church on the Pastoral Care of Homosexual Persons, alleges that the letter's ''general attitude and specific language endanger both the emotional and physical safety of the entire gay community.''	[[0.193,0.61,0.168,0.021,0.008]]	[0.193,0.61,0.168,0.021,0.008]	negative
272	LEAD: For Miguel Brashi and Leslie Blanchard, two gay men who lived together for more than a decade, the one-bedroom apartment on East 54th Street in Manhattan was the focal point of their lives.	[[0.146,0.566,0.245,0.029,0.014]]	[0.146,0.566,0.245,0.029,0.014]	negative
273	He said it would also include groups like Senior Action in a Gay Environment, for older people; Gay and Lesbian Youth, for runaways, and Gay Alcoholics Anonymous.	[[0.204,0.61,0.113,0.053,0.02]]	[0.204,0.61,0.113,0.053,0.02]	negative
274	Jeff Levi, Washington representative of the National Gay Task Force, said he and Virginia Apuzzo, the group's executive director, discussed the AIDS issue with Judi Buckalew, special assistant to the President in the White House Office of Public Liaison, together with health department officials and two leaders of committees organized to fight the disease.	[[0.611,0.277,0.055,0.009,0.048]]	[0.611,0.277,0.055,0.009,0.048]	very negative
275	The National Gay Rights Advocates, which brought the suit against the telephone company in Superior Court here in 1975, said the out-of-court agreement represented the largest single financial settlement of a discrimination lawsuit brought by homosexuals.	[[0.284,0.594,0.096,0.011,0.014]]	[0.284,0.594,0.096,0.011,0.014]	negative
276	In ''Wild Blue,'' his evening of eight one-act plays with gay themes at the 47th Street Playhouse, such ticklish issues as homosexual incest and gay Roman Catholic priests are confronted in blunt melodramatic scenarios that get right to the heart of the matter.	[[0.109,0.619,0.237,0.028,0.007]]	[0.109,0.619,0.237,0.028,0.007]	negative
277	For he subtitles his book "Travels in Gay America" but rarely mentions lesbians, or settled	[[0.02,0.216,0.658,0.098,0.007]]	[0.02,0.216,0.658,0.098,0.007]	neutral
278	Being gay, at least in Iowa at this point, is not totally acceptable,'' he explained.	[[0.12,0.547,0.266,0.052,0.015]]	[0.12,0.547,0.266,0.052,0.015]	negative
279	LEAD: IN what Rutgers is calling the most broad-based effort ever to address the concerns of homosexuals on an American campus, the university is examining virtually every facet of campus life, from curriculum and living arrangements to bereavement policies and health benefits, to assure the safety and rights of its gay students and faculty members.	[[0.382,0.48,0.124,0.006,0.009]]	[0.382,0.48,0.124,0.006,0.009]	negative
280	LEAD: The Lesbian and Gay Pride March today starts at 12:30 P.M. at Columbus Circle and heads east on 59th Street to Fifth Avenue, then south to Washington Square North and west through Greenwich Village, ending at Sheridan Square.	[[0.229,0.517,0.225,0.018,0.011]]	[0.229,0.517,0.225,0.018,0.011]	negative
281	They not only want to acknowledge their sexual orientation publicly but to proclaim their patriotism at the same time -by marching down Fifth Avenue, under the banner of the Gay Veterans Association, in the annual Veterans Day parade.	[[0.083,0.552,0.332,0.025,0.008]]	[0.083,0.552,0.332,0.025,0.008]	negative
282	A Federal judge ruled yesterday that the police must permit up to 100 members of a homosexual-rights group to hold a peaceful demonstration on the sidewalk in front of St. Patrick's Cathedral during the annual Gay Pride Parade on June 29.	[[0.085,0.429,0.305,0.142,0.038]]	[0.085,0.429,0.305,0.142,0.038]	negative
283	To the Editor: Reading Carrie Rickey's article ''The Whys of Remakes and the Hows of One'' (Jan. 1), I was startled and dismayed to learn that the writers of the ''To Be or Not to Be'' remake added ''a new character - Anne Bancroft's homosexual hairdresser - to draw out the parallels between two subjugated minorities, Jews and gays, in occupied Poland.''	[[0.418,0.429,0.137,0.006,0.011]]	[0.418,0.429,0.137,0.006,0.011]	negative
284	LEAD: Nearly half of Philadelphia's homosexual men and one-fifth of the city's lesbians suffered violent crimes in a year because of their sexual orientation, a study by the Philadelphia Lesbian and Gay Task Force has reported.	[[0.121,0.608,0.237,0.025,0.009]]	[0.121,0.608,0.237,0.025,0.009]	negative
285	Gay men and lesbians remain the objects of a social intolerance that often seeks to justify itself by discovering scientific evidence for ''homosexual defects'' in the ''homosexual past.''	[[0.046,0.448,0.467,0.032,0.007]]	[0.046,0.448,0.467,0.032,0.007]	neutral
286	In New Orleans, a club owner sees a turn toward monogamy, a retreat from the casual, anonymous sex that has characterized ''the gay life style'' for many homosexuals.	[[0.084,0.693,0.185,0.031,0.007]]	[0.084,0.693,0.185,0.031,0.007]	negative
287	The symposium is sponsored by the faculty Committee for Lesbian and Gay Studies at the school and will include a lecture on ''Creating Cultural Legacies'' and talks on the history of lesbians in Cherry Grove, Fire Island, and of relations between the state and New York City gay bars.	[[0.287,0.589,0.112,0.006,0.006]]	[0.287,0.589,0.112,0.006,0.006]	negative
288	LEAD: The Texas Civil Liberties Union, the Texas Human Rights Foundation, the National Lawyers Guild and the Lesbian/ Gay Rights Lobby of Texas have filed a complaint with the State Commission on Judicial Conduct against a judge whose comments about two slain homosexuals have stirred public outrage.	[[0.381,0.518,0.084,0.006,0.012]]	[0.381,0.518,0.084,0.006,0.012]	negative
289	LEAD: Appearing recently at the Lesbian and Gay Community Services Center in Greenwich Village, Governor Cuomo announced a proposed ban on AIDS testing for health insurance.	[[0.212,0.518,0.244,0.016,0.01]]	[0.212,0.518,0.244,0.016,0.01]	negative
290	Human rights, and that includes gay rights, is no longer a debatable issue within the Democratic Party,'' said Ann Lewis, political director of the Democratic National Committee. ''	[[0.415,0.478,0.093,0.005,0.01]]	[0.415,0.478,0.093,0.005,0.01]	negative
291	LEAD: Beginning with its 1989-90 editions, the Nynex Yellow Pages will be reorganized to include a previously unpublished listing: gay and lesbian services.	[[0.221,0.617,0.136,0.014,0.012]]	[0.221,0.617,0.136,0.014,0.012]	negative
292	LEAD: The president of Grinnell College said last week that the college was seriously considering including lesbian and gay couples in residences that would be established for married students.	[[0.098,0.503,0.327,0.053,0.018]]	[0.098,0.503,0.327,0.053,0.018]	negative
293	''RACE D'EP,'' Paris street slang for homosexual, is a four-part French film that argues that ''gay liberation was not born in the 60's'' but, instead, had its roots in the mid-19th century.	[[0.225,0.668,0.085,0.014,0.008]]	[0.225,0.668,0.085,0.014,0.008]	negative
294	The reporter, Teresa Polenz, tape-recorded a meeting of the Gay Students Association and published excerpts in The Dartmouth Review, an independent weekly run by students.	[[0.312,0.564,0.092,0.013,0.02]]	[0.312,0.564,0.092,0.013,0.02]	negative
295	LEAD: A day after staging a large march on the nation's capital, gay rights advocates voted today to create a Lesbian and Gay Congress to help coordinate grassroots political activities around the country.	[[0.196,0.596,0.156,0.03,0.022]]	[0.196,0.596,0.156,0.03,0.022]	negative
296	It lists seven novels and eight nonfiction books on homosexuality, plus the telephone numbers of the Gay Switchboard and the Lesbian Switchboard.	[[0.19,0.591,0.167,0.034,0.018]]	[0.19,0.591,0.167,0.034,0.018]	negative
297	In one of the cruelest of ironies, Waddell, a physician who specializes in infectious diseases and has worked hard to put the quadrennial Gay Games in the forefront of an educational campaign against AIDS, has himself contracted the disease.	[[0.203,0.691,0.09,0.011,0.005]]	[0.203,0.691,0.09,0.011,0.005]	negative
298	As in years past, the event was a half carnival and half political rally, demonstrating what organizers called ''the diversity of the gay community'' and its interests.	[[0.077,0.689,0.205,0.024,0.005]]	[0.077,0.689,0.205,0.024,0.005]	negative
299	LEAD: New York's highest court today expanded the legal definition of a family, holding that a gay couple who had lived together for a decade could be considered a family under New York City's rent-control regulations.	[[0.01,0.021,0.089,0.627,0.254]]	[0.01,0.021,0.089,0.627,0.254]	positive
300	The Lesbian and Gay Pride March, the 14th annual such parade, was dedicated to the victims of AIDS.	[[0.329,0.554,0.072,0.02,0.025]]	[0.329,0.554,0.072,0.02,0.025]	negative
301	Good music for concerted male voices has occupied major composers only marginally in the past, and enthusiastic performers such as the New York City Gay Men's Chorus are providing an outlet and an inspiration for new music.	[[0.004,0.004,0.008,0.547,0.437]]	[0.004,0.004,0.008,0.547,0.437]	positive
302	Thousands of homosexuals and their supporters marched yesterday afternoon in the 17th annual Gay/Lesbian Pride Day parade, following a lavender stripe from Central Park to Greenwich Village.	[[0.201,0.627,0.14,0.019,0.013]]	[0.201,0.627,0.14,0.019,0.013]	negative
303	Some attack lesbian and gay voters; others avoid rabid statements but oppose gay rights; and a new group responds to us as a constituency and seeks to win our votes.	[[0.382,0.514,0.083,0.008,0.014]]	[0.382,0.514,0.083,0.008,0.014]	negative
304	Gays now have a track record in which they have worked in our campaigns and demonstrated what they have to offer to our party and the political process.''	[[0.018,0.092,0.508,0.34,0.043]]	[0.018,0.092,0.508,0.34,0.043]	neutral
305	LEAD: Thousands of lesbians and gay men marched down Fifth Avenue yesterday to celebrate gay pride and to commemorate the confrontation that began as a routine police raid on a gay bar 20 years ago and has come to signify the beginning of the gay-rights movement.	[[0.143,0.554,0.271,0.021,0.011]]	[0.143,0.554,0.271,0.021,0.011]	negative
306	If everyone loved Sal so - he was a sort of gay guru, over the at 37 - why should anyone kill him?	[[0.047,0.345,0.471,0.124,0.013]]	[0.047,0.345,0.471,0.124,0.013]	neutral
307	CHRISTIANITY, SOCIAL TOLERANCE, AND HOMOSEXUALITY Gay People in Western Europe From the Beginning of the Christian Era to the Fourteenth Century.	[[0.237,0.565,0.103,0.047,0.048]]	[0.237,0.565,0.103,0.047,0.048]	negative
308	Autobiographical stage journeys can be fascinating, and this autobiography focuses on the coming-of-age of a young homosexual in the late 1970's and early 1980's - a time marked by the killing of Harvey Milk, a San Francisco city supervisor who was one of the country's first publicly avowed gay politicans, and by the first awareness of AIDS and its apparent singling out of homosexuals.	[[0.061,0.159,0.2,0.414,0.166]]	[0.061,0.159,0.2,0.414,0.166]	positive
309	The way politicians seize upon the issues affecting lesbians and gay men at election time, it's difficult to believe that ours was once the love that dared not speak its name.	[[0.114,0.643,0.212,0.022,0.009]]	[0.114,0.643,0.212,0.022,0.009]	negative
310	LEAD: An article yesterday about the Gay/Lesbian Pride Parade in Manhattan incompletely listed the elected officials present.	[[0.079,0.391,0.321,0.165,0.043]]	[0.079,0.391,0.321,0.165,0.043]	negative
311	LEAD: About 300 people demonstrated in Tompkins Square Park in lower Manhattan last night protesting an attack by four lacrosse players on four gay men who had come to the park for a concert, the police said.	[[0.138,0.589,0.244,0.021,0.008]]	[0.138,0.589,0.244,0.021,0.008]	negative
312	Why can't gay rights be discussed without the speaker's sexual preference becoming an issue?	[[0.076,0.688,0.213,0.018,0.005]]	[0.076,0.688,0.213,0.018,0.005]	negative
313	I have no intention whatsoever, no matter how disappointing this might be to some people, and I don't think it is to very many, of being the gay Congressman,'' Mr. Studds said in an interview published Thursday with the editorial board of The Patriot Ledger of Quincy.	[[0.737,0.201,0.05,0.001,0.01]]	[0.737,0.201,0.05,0.001,0.01]	very negative
314	LEAD: John Cardinal O'Connor did more than clarify church teaching in his condemnation Sunday of ''gay-bashing.''	[[0.052,0.46,0.421,0.055,0.012]]	[0.052,0.46,0.421,0.055,0.012]	negative
315	LEAD: A symposium on New York City gay and lesbian history and culture will be held next Tuesday at the City University Graduate Center audi-torium (lower level) at 33 West 42d Street.	[[0.148,0.553,0.23,0.048,0.022]]	[0.148,0.553,0.23,0.048,0.022]	negative
316	In ''The Education of the Senses,'' (1984), the first volume of ''The Bourgeois Experience: Victoria to Freud,'' Mr. Gay took issue with received wisdom about Victorian sexuality.	[[0.076,0.326,0.261,0.265,0.072]]	[0.076,0.326,0.261,0.265,0.072]	negative
317	LEAD: Dr. Thomas F. Waddell, one of the founders of the Gay Games for homosexual athletes in 1982 and a sixth-place finisher in the decathlon at the Olympic Games in 1968, died at his home in San Francisco yesterday morning.	[[0.214,0.525,0.23,0.02,0.012]]	[0.214,0.525,0.23,0.02,0.012]	negative
318	LEAD: Members of the Front Runners jogging down Fifth Avenue during the 19th Gay and Lesbian Pride March yesterday.	[[0.07,0.425,0.405,0.08,0.019]]	[0.07,0.425,0.405,0.08,0.019]	negative
319	To the dismay of gay rights advocates, Gary L. Bauer, the President's domestic policy adviser, said he ''would be very surprised if an Administration opposed to making appointments on the basis of race or sex would agree to make an appointment based on bedroom habits.	[[0.301,0.541,0.14,0.009,0.009]]	[0.301,0.541,0.14,0.009,0.009]	negative
320	THE New York City Gay Men's Chorus filled Carnegie Hall Tuesday evening for its Christmas program.	[[0.037,0.295,0.48,0.168,0.02]]	[0.037,0.295,0.48,0.168,0.02]	neutral
321	LEAD: Tom Wilson Weinberg's ''10 Percent Revue'' is by no means the first musical to deal with gay and lesbian sexuality, but in confronting a range of contemporary gay-related issues, from the AIDS crisis to lesbian motherhood, it is venturesome in its modest little way.	[[0.08,0.5,0.303,0.094,0.022]]	[0.08,0.5,0.303,0.094,0.022]	negative
322	A crowd estimated by the police at 30,000 marked Gay Pride Day here Saturday with a parade and a rally on Boston Common.	[[0.056,0.288,0.372,0.244,0.04]]	[0.056,0.288,0.372,0.244,0.04]	neutral
323	Nancy Langer, a spokesman for the Lambda Legal Defense and Education Fund, a legal agency that represented the Gay Veterans Association in a suit against the city last year, said yesterday that Mayor Koch's office had mediated a settlement between the association and the American Legion, which sponsors the parade.	[[0.415,0.494,0.076,0.004,0.01]]	[0.415,0.494,0.076,0.004,0.01]	negative
324	LEAD: In a rare retreat, the New York City Council Majority leader, Peter F. Vallone temporarily withdrew his nomination yesterday of Joseph F. Lisa as chairman of the Health Committee, after protests by advocates of AIDS programs and gay rights.	[[0.127,0.494,0.295,0.062,0.023]]	[0.127,0.494,0.295,0.062,0.023]	negative
325	LEAD: THE impending adoption of two black boys with AIDS by a gay white male couple has prompted a debate in New Jersey that turns on issues of race, morality and a growing interest among homosexuals to be parents.	[[0.025,0.069,0.149,0.585,0.171]]	[0.025,0.069,0.149,0.585,0.171]	positive
